X_scVI1,X_scVI2,X_scVI3,X_scVI4,X_scVI5,X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_pca31,X_pca32,X_pca33,X_pca34,X_pca35,X_pca36,X_pca37,X_pca38,X_pca39,X_pca40,X_pca41,X_pca42,X_pca43,X_pca44,X_pca45,X_pca46,X_pca47,X_pca48,X_pca49,X_pca50,X_umap1,X_umap2
1.3387967,0.678198,-2.516271,-1.6514254,-0.36275363,-6.039193,0.45754015,-1.8748473,-5.5439606,-2.9856966,1.5269864,2.6473653,0.21232042,-2.0040348,0.2955319,0.36630642,0.63401824,-0.8946081,-1.2559336,-1.4767375,-2.6965535,1.6161699,1.7608311,0.04767563,-1.3950312,0.4785313,1.6993908,2.402441,-1.4968673,1.0372875,-0.22777393,0.48695442,0.85554725,0.3092826,-0.9091785,-4.010548,1.1708536,-0.45450097,1.3152504,0.2889279,0.87762904,1.1259825,-0.6046764,-0.1278655,1.293309,-0.6747796,1.1781083,-0.07472234,0.9570922,-0.67717034,-1.1077874,1.635356,-1.4264456,-0.9284826,-1.6548662,11.4488945,4.620793
4.330944,4.436286,-2.7862034,-4.270901,0.5751197,-10.523704,6.9536858,4.530027,1.7613724,3.4267993,-1.355991,0.31081194,-3.844494,-1.28908,2.7509146,-0.5870619,3.5330176,-1.9125396,1.0284324,0.7471023,1.1761559,0.50801235,0.40479067,-3.1758885,-0.115609296,0.038110152,-2.9186223,0.80212516,-3.000752,-0.07432432,2.9947085,-0.9151867,-2.1738517,1.497344,0.41503966,-0.83171767,0.40953076,-3.4980154,-1.1757692,0.7142429,1.3879205,0.63573796,0.13023302,-0.51275945,-0.27981803,0.8265115,-0.13987657,0.094447345,-0.19120423,-0.074683584,0.78917485,-0.24866119,-2.1755233,-1.044861,0.7447542,10.557749,11.797476
1.969088,1.5945504,-1.9883982,-1.5308037,0.15601605,-4.946472,2.0182474,-4.1266594,-3.7451344,2.249273,0.6924729,2.7254353,1.6120832,-2.119759,2.4163668,1.7046709,1.2211622,-1.5198766,1.1789343,-1.2462809,-0.108461104,-0.024116622,0.44462544,-0.21534233,0.58204305,2.0111089,1.2157912,0.033100612,-0.38652116,-1.4431009,1.3618597,0.4249845,1.4817288,0.8863946,0.6940715,-1.8503953,-0.608262,1.3572475,-0.77095115,0.34009805,0.9292734,1.2467427,-0.06905354,-0.39576802,-0.011089275,0.23930213,-0.25407898,0.054528464,-0.63960594,0.5634912,1.2690372,0.10974657,0.66091263,0.51140636,1.0933774,11.713031,5.110413
2.4917588,2.838109,-2.6947145,-2.5583737,0.52574193,-6.693893,3.2774775,-1.2288569,0.3936635,0.9300465,-1.1326804,2.4290667,-1.7266234,-0.14691246,3.241933,-1.7070545,0.5633374,-3.1989148,0.089957684,-0.30027747,1.0241376,-1.4719218,0.58552796,-2.4575713,-0.50600165,0.9573036,-1.6899735,0.25591025,-0.2866861,-0.88620716,1.082113,2.0609133,-0.026212268,0.9975073,-0.5151508,-0.94325435,0.021142362,-1.3173766,-0.1468945,-0.4407685,2.0306675,-0.8149874,-0.9295838,0.72254944,0.57553494,0.4352698,-0.47599095,1.375772,1.3797107,-0.864471,-0.78438085,0.4305044,-0.1862959,-0.65737385,-0.10504463,12.017287,8.088208
3.5146432,3.7169826,-2.6075215,-4.8627424,0.2637144,-10.408612,3.810701,2.0671937,-0.5833561,-0.13656272,0.03504314,1.9489458,-0.7253866,-0.37550387,0.18986711,-2.0858042,-0.16206595,-2.7304332,-0.03843441,-1.5656087,-0.80708945,1.7142978,0.9413522,1.2857385,0.061897375,1.5196489,0.5870612,1.0400277,0.36552,-0.06620232,2.3150167,-0.32787266,1.739966,1.3923947,-0.46802732,0.18012479,0.55689496,0.23686591,0.14595126,1.2341124,-0.06484458,0.6447345,1.568583,1.4575398,-0.9007471,0.42279378,1.3245904,-0.09034386,-0.9541275,1.1210475,-2.2173405,-0.348536,1.6251178,0.87436795,1.2092578,11.609662,11.331603
1.2050256,0.099904716,-2.059411,-0.45874396,0.26892272,-1.4543015,1.3635277,-4.0772038,-4.357812,1.2330816,1.868367,0.74492633,2.0293424,-2.0546966,2.0796223,1.6555796,1.3660722,-1.8838965,1.9944292,-0.9827329,-1.3918703,-0.39618698,-0.5645991,-0.7755179,0.77269334,1.3959517,-0.457074,0.57632715,1.0244493,-1.3212343,0.61072814,2.083239,-0.3615583,5.039427,-0.19297639,-1.6251452,-0.5850333,0.5155224,0.8949684,-0.82845026,0.42995945,1.568384,0.18838736,-0.9262514,-0.10069866,-0.424746,0.11643379,-0.3121036,-0.62301886,-0.20799229,-0.29489046,-0.5890238,-0.6443162,0.50375,0.17327529,9.744458,1.6558089
0.014329329,1.7618634,-2.1960635,-1.1167061,0.70795727,-5.6231246,-0.65163475,0.112721324,-2.4582238,0.6390914,0.45281428,1.2443084,2.0979447,-4.5537267,-1.8734477,0.09153,2.2621157,-1.9191328,1.4248602,0.42208764,-1.4580964,1.6593932,-2.05652,-1.6191846,0.36528328,1.3506895,0.16312288,0.66298676,-1.1715738,-0.6282126,1.6733379,0.44478866,0.5686508,-0.8543426,-0.58863455,0.8967921,2.5813441,-0.4941236,1.1913636,0.17666341,2.6047895,-1.95725,-1.6035771,0.96192026,-0.6460905,-1.9986686,0.18015426,1.0533987,-1.0173275,0.7316793,-0.6707203,0.51326853,-1.7064329,-1.0859803,0.5384746,12.539547,3.3918245
2.3819277,3.7829964,-2.7509193,-3.9753656,0.7586957,-9.057611,0.5315438,2.643844,-1.9148704,0.2965947,-0.20113584,-0.8759882,2.020022,-0.58642566,-2.290034,-2.8371956,3.9773154,-2.9777713,1.3857594,-4.5139136,-0.109919555,3.1595514,1.4251698,2.0707402,-2.6242824,0.6540982,-0.32087055,-0.21794985,0.80271494,1.0298505,0.9775619,-3.5814905,1.2310355,1.2137859,-0.6279872,3.1481931,1.2124289,0.7024389,0.12654625,0.034547336,0.34003958,4.122199,0.54389054,1.481516,-2.1304674,1.7326899,-0.52316874,-0.85175127,-0.5732399,-2.2599823,-2.7432437,0.018187903,1.621771,0.7522036,0.9958113,12.983999,9.948261
3.5945654,3.550648,-2.402862,-3.7307887,0.47758612,-9.441067,5.9938693,1.9012271,-1.8230422,-0.2174713,-2.0430377,0.8028204,-4.197927,-0.5694946,2.0878098,-1.3978307,2.4584374,-1.6550498,-0.5349393,-1.5014986,0.5072265,1.4362726,-0.14288667,2.3803277,0.4755513,0.61086,0.05061237,-1.1223857,0.93907297,0.14853616,0.40340155,-3.2316663,-1.582205,-2.5171425,-0.9181611,-0.16606145,1.9066379,1.5498108,0.043138362,1.1330091,0.68876255,1.3411767,-0.16463041,0.0012752063,0.22208595,1.5549681,0.45791817,-0.4007521,2.016516,0.21745226,0.3377183,0.5662683,0.33573714,-0.25998008,-1.0867964,11.132124,10.197201
1.1660506,2.3966806,-2.3210557,-3.0859132,0.7765262,-6.679051,0.474491,1.5193899,-0.7364628,2.1322234,-2.4126658,1.4453728,-0.42208755,-3.4419322,-1.8119136,0.2539686,-0.13635579,-3.614349,2.0733085,-1.5595441,-1.5883181,0.42371392,0.19833195,-2.1266809,1.4712526,-1.349089,-0.26934963,-0.78881997,0.047810882,-1.1170291,1.4255109,2.2146795,-0.2616047,1.8629026,0.34433258,0.92265505,-0.07257479,-0.21793461,-1.097087,1.0806187,0.96452373,-1.0836195,-1.3378707,0.6230865,-0.5844737,-0.5613823,-1.8356022,-0.8433508,1.6617087,0.07339202,-1.2992321,0.5677548,-0.71842086,0.1778812,-0.18681645,14.3562765,6.976218
2.9604142,3.9141128,-2.5948758,-4.2240524,0.5814002,-9.280499,3.890004,2.4569502,-3.703421,-1.7472801,-2.9086053,-0.06252676,-2.8516927,-0.64214426,1.4065711,-0.28888133,0.9490522,-1.0875834,-1.067921,-0.6858146,-3.2834067,0.82479,-0.9842669,1.6039354,2.2033103,-0.816933,-0.08996543,1.3484164,2.2395666,-2.1610622,-0.84484345,-1.2903973,-2.737154,-1.4062409,0.568113,0.32526964,2.6828496,-1.2059627,-1.2870401,0.038097385,0.70121706,1.8886644,-0.40923896,-0.23994529,0.24946044,0.6424767,-0.21442638,0.38254595,2.327094,-0.4482132,2.0873525,-0.3183202,-0.4955783,-1.1977493,2.0968451,12.35573,10.310506
4.3168354,4.778579,-3.143415,-5.1411276,0.66137886,-10.738297,5.319138,2.9871676,2.0923262,1.171327,-2.0486495,1.6852672,-3.3423052,-0.76013124,0.8946082,-1.1489621,0.53710574,-1.5407406,1.630972,-1.3738065,1.0210984,-0.6319823,4.015522,-1.8252045,-0.039574098,-1.4463834,-1.646683,-0.22810897,-2.0640662,0.82260495,0.6665505,2.0422945,-0.6987875,2.670393,1.4302076,1.8342379,0.85055405,-0.48057312,0.30329895,-0.293113,0.74754375,-1.1545316,-1.3650601,1.1491147,-0.5629391,0.49013472,0.508529,-1.1437654,1.076472,-0.7484167,-2.4306304,-2.3422837,0.6889178,-1.2841113,0.9519433,11.022264,12.933285
1.3990505,1.7110283,-2.0566258,-1.9559863,-0.022395935,-6.7750354,0.72401667,0.19851911,-4.2110386,-1.4443369,1.1869142,1.3128206,1.3933822,-1.403281,0.1526372,1.211699,-0.19646373,0.003732525,-1.4464962,-3.1821582,-0.2797265,-0.33667517,1.0745254,1.154311,-1.8182335,0.2278869,0.41524673,0.6400736,-1.0643572,1.7780515,0.98959523,3.315337,2.3533354,0.44596788,0.84444225,1.1334431,0.08857478,-0.11865407,1.6943578,2.3414648,0.41389853,1.3415891,-0.49001116,0.13963172,2.1300478,1.778183,-1.6853838,-0.7208662,1.5826378,2.630244,-0.33258808,-0.12190073,1.4642918,1.8666046,-0.39472273,11.971354,4.834067
0.7805998,0.8269212,-1.781389,-1.4531982,0.120438546,-2.936979,0.17552304,-2.9826283,-1.5981534,-0.42906132,-1.3553491,2.520483,0.12279973,-4.935096,-0.7346584,3.7607956,0.91634387,-0.13709566,-0.5846235,0.09371239,-1.1314813,0.49798995,-0.34520614,0.53649735,1.4364985,-1.2568682,-0.0820777,0.49033123,-0.3292531,-0.80791175,0.36341497,1.0578531,-0.060532685,0.9690256,-1.6409138,-0.61865,0.7394248,-1.3063462,0.78536886,1.6228673,0.13967398,-0.37166932,-0.5969239,-0.49082994,0.72641265,1.4422408,-0.022591379,-0.39912677,0.7602623,0.5465893,0.9067019,-1.6089048,0.5153818,0.3374533,0.6078058,11.263896,3.528477
2.4180782,1.412738,-2.6020722,-1.5467024,0.41485232,-5.4260583,3.7277927,-3.5192964,-2.7315257,2.5436172,1.653222,1.2407808,1.6571517,-4.2139,1.5835152,4.588021,2.5268807,0.83830833,0.6428365,-2.4640563,-1.8248404,0.7231666,-0.17013569,-0.5108415,-0.93560547,0.7838757,-1.25773,-0.4111432,-0.95337176,-1.9182034,2.290818,-1.846338,-0.40206888,1.8903145,-1.0699902,-1.1076255,-0.045475047,1.791098,1.6236343,-0.79685014,0.08170738,-0.7451352,-1.6217854,3.709428,-0.3455216,0.5002866,-0.2899877,0.14950868,-1.1484805,0.95638114,0.8395517,-2.0680985,-1.28343,-0.8114989,-1.4153992,11.599408,5.52604
5.1887813,3.643159,-2.9273882,-4.4444203,-0.0489504,-9.705611,7.6441913,0.12250825,-2.3974633,-0.3526124,-1.0161238,0.7308114,-1.9877522,-0.14004128,3.3906677,-0.5188132,1.1098547,0.9253878,-0.13770744,-3.741886,-1.5665916,0.07101678,-1.3137904,2.0689116,0.4727132,-0.3226795,1.3965396,-0.14839432,1.3807718,-2.1702337,-0.57097805,-0.6628405,0.20855275,-1.3321248,-1.1642001,-0.87865394,1.1982957,-0.7581131,-1.396758,0.678449,-1.4613935,1.8797026,1.0782219,-0.49339566,0.049487147,0.23532669,1.2324319,-0.7366058,0.76449907,1.228029,-1.569712,0.17168844,1.8641306,0.10642242,-0.22926594,9.608089,11.329244
3.0372138,2.7664797,-2.4432673,-1.8954265,0.54747486,-6.5263944,3.2912014,-1.3793664,-3.559793,3.405803,2.2026238,1.6951255,0.81959903,-1.4967844,1.9438381,0.92085195,1.6563174,-0.490441,1.8236349,-2.721576,-0.57959086,0.5002501,1.4530157,1.2271005,0.51752347,1.2853284,1.1972206,-1.0588987,1.04388,-1.2925757,1.880176,2.059868,2.7009182,1.5960996,-0.593455,-0.79935294,-2.390661,1.0317532,1.0057782,-0.30621234,0.21571016,-1.2843758,-1.6432756,1.5066147,2.3181179,-0.19510397,-0.31521967,-0.3105315,-0.20578767,0.09373327,-0.35017335,-0.87815726,0.01976603,-0.59422284,0.7813519,11.626337,7.975497
3.7851772,4.3352604,-2.129478,-4.0952673,0.4883705,-10.7179785,7.089499,3.7913833,1.5717556,1.1922195,-2.239807,1.6333872,-5.4893017,-0.38865966,3.3229456,-0.9887045,2.4894183,-0.13698989,-0.41476327,0.71497154,1.1671664,0.18001863,1.4393301,-1.3513634,0.08742545,0.37326172,-0.6252497,0.19191734,-1.8712924,0.9629099,1.9591554,1.3037429,0.82094353,-1.1791774,0.7186458,-1.019923,-0.80791533,0.18415053,-0.64191914,-1.725937,2.723761,-0.8969546,0.29159456,2.5637283,-2.1642394,0.112751834,1.0671803,-0.82645905,1.7518252,-0.9940191,1.2830408,-1.5493467,-0.52390265,0.8487099,-2.0199223,11.14144,11.503783
2.3121552,4.5764866,-2.8703675,-3.4889517,0.93733567,-9.249801,3.1232126,4.325707,2.061958,2.0333855,-1.8732125,0.29267478,-3.9433393,-3.2703664,0.9536719,0.30742618,1.400025,-2.9036572,1.3563417,-0.49322626,0.7872804,-0.54974794,0.2253848,-2.6304054,2.0504434,0.16363075,-1.5906117,2.1956258,-0.7303248,0.43722406,1.9862657,0.28134948,-0.30275154,0.28363243,1.2394859,-0.043961383,2.525563,-2.0429187,1.3452939,-1.0719029,1.1052427,-1.4087346,-0.2690426,0.68804526,-1.5470469,0.225603,-1.401357,-1.2696766,0.7340759,-0.52674437,-0.37932342,-0.022508245,-0.0008507744,0.49158737,0.046404798,12.897292,10.0487
4.752893,4.4179573,-2.1598878,-5.051963,0.42803997,-10.2283325,7.74923,2.6410508,2.0599737,0.6023728,-4.864414,2.7819986,-4.307911,-1.788499,3.5068657,1.2285712,0.7026982,0.628541,-0.5495117,0.16118766,-0.5714825,0.1787712,-1.4933043,-0.45377,1.0924884,-0.47141972,-0.8225202,0.30091152,-2.050752,-0.097479545,1.2392058,0.06074228,-1.3648388,0.97801054,-1.5993605,-0.49592826,1.7443391,-0.4376107,0.3093503,0.66435844,0.08413307,-1.1551151,0.46892056,-0.81067526,-1.3325104,0.43095446,0.4176673,-0.52240986,-0.050328657,-1.4006754,0.6385206,0.44875345,-1.284138,0.9270118,-0.37494618,10.368769,12.5219555
3.1461172,2.5411599,-2.6097293,-3.7327456,0.09463617,-8.383044,2.1676788,-0.16763632,-3.4037893,-2.539199,-1.3611108,2.017836,0.1616186,-1.5627805,1.0192565,0.85539526,-0.18578458,-2.1591148,-0.027205424,-2.037267,-1.1144495,0.64192396,1.2325631,1.5158203,-0.04269631,-0.52520037,0.69483626,2.0178757,0.44555175,-0.028891876,-0.24564686,0.3668158,0.34912536,2.197315,0.099390246,1.716179,0.20215827,0.13108914,1.1253952,-0.9819979,0.6829958,0.6877774,0.65017945,0.8686918,0.3147888,-0.57785153,0.35589296,-1.4691359,0.3208096,0.19094403,0.29827547,0.9600988,-0.20548013,0.0997153,-0.108076096,10.932737,8.735838
3.3620267,2.6130214,-2.7617326,-2.8992245,0.19029441,-8.213691,5.1355615,-2.6773267,-4.9856253,-2.14282,-0.28826815,-0.63226354,-0.28219262,-0.8313941,2.8221529,0.44187784,-0.086566575,0.75352544,-0.7753095,-4.2673945,-1.1488936,0.9825477,-1.1764929,2.312621,0.60655475,0.72046775,-0.4969156,0.028281443,2.3530142,-0.06458839,-1.7305787,0.715535,-0.07676997,-1.3441586,1.9836409,-0.16128105,0.3756139,1.1331999,0.7426484,1.2072881,-1.1782267,0.8547155,0.61234796,-1.5272932,-0.2973259,2.3983388,-0.8787591,-0.5309015,-0.017376315,0.062123608,-0.22106582,0.7907336,-0.14548054,-0.6911096,-0.528868,11.069472,8.173823
3.7646866,3.1174238,-2.828848,-3.8020697,-0.18444636,-9.673827,5.096164,-1.1474416,-2.518983,-1.8071545,-1.1984076,-1.7136031,0.6593895,-0.74974036,2.7651954,0.5519497,1.1360025,-1.7440556,-2.1422348,-3.9273746,-2.28043,2.21829,-0.15929523,2.4206445,2.5057197,-1.3808985,-0.7947167,0.34519765,1.8875823,-0.94487745,0.34503907,0.7788171,-1.2539665,-1.0732937,0.4521222,0.34000376,1.366476,-0.16179062,-0.728987,1.7511299,-2.4536035,1.0611854,1.1882268,-2.4346964,-2.0350175,-0.2526281,-0.355089,-0.13197911,0.2737673,1.1222236,0.33206472,-3.0390167,0.38476393,-1.0476047,0.54553014,10.518238,9.632877
2.3655324,2.9573433,-2.2964725,-3.2999415,0.52433026,-8.527218,1.5248619,0.025101319,-1.4892769,-1.0979656,-3.960504,2.572342,1.4653978,-3.3527026,1.6372352,2.0025868,1.5839587,-1.8077267,0.48544985,-0.82674444,-1.5111053,0.2946992,0.6448321,0.46367964,1.0970349,0.3105793,-1.3687428,-0.60503954,0.32754934,-0.25871205,0.72568566,0.39607686,-0.7228825,0.39801106,-0.2455193,-0.35388818,-0.1608769,-0.37690988,-0.3705582,-0.5497079,0.14630479,0.7476825,-0.7265934,0.32805473,0.09312081,0.20961031,0.08000019,-0.37880337,0.3363229,0.13616018,-0.7465439,-1.1743248,-1.1916314,-0.07721984,1.363471,12.768416,8.463831
4.1323447,3.3910277,-2.4421968,-3.4871135,0.33535302,-8.202751,6.836449,-1.1716108,-1.1669368,-0.9789237,-2.7867122,2.8692462,-1.5538487,-0.022310428,3.4568837,0.41185257,2.2135766,2.5661156,-1.3105952,-3.1712794,-0.8794841,-0.20549384,-1.5797933,0.591852,-0.05127138,-0.1500474,1.7873218,-0.5681623,-0.7051841,-0.18402568,-0.49951726,1.0551094,-1.4546058,1.3175027,-2.5841618,1.0260867,-1.3932489,1.1493989,0.723093,-0.31334087,-0.573495,-2.176638,0.48825628,1.121943,-0.8802651,-0.46983138,-0.5772589,-1.3594724,1.0300901,0.8496704,0.66312695,1.2931888,-0.41781443,-1.2274771,-0.4475464,10.606811,9.707081
3.5374064,3.7575405,-2.7195244,-3.36643,0.23166344,-8.278003,5.742736,0.44688988,-3.906772,-1.5783653,0.021256011,0.6788531,-2.2565763,-0.10761689,1.444853,-0.9378837,0.77193224,1.9061683,-1.0872635,-2.764591,-1.0953996,1.7570703,-0.3484313,0.54201746,1.1524764,-0.84903497,1.2577472,-1.1404805,0.24221246,0.77472717,-0.40142968,-1.2401586,-2.4101832,-0.85615104,0.81028724,-0.050730273,0.8808272,0.56708014,-0.32615554,0.01591931,-0.19679473,0.25978407,0.029124605,0.27534717,1.859145,0.0998216,-0.001347079,0.14408235,2.5810375,1.7599293,0.41516405,-0.0021600137,-0.0493888,0.60338706,0.9720713,11.06901,9.964083
2.059615,3.3204634,-2.411574,-3.4999058,0.71551526,-8.4168005,-0.095064946,3.0010011,-2.1501582,-0.21314709,-1.1006379,0.8669164,-1.1353476,-0.67605615,-2.5073526,-1.289463,1.9348136,-2.995848,-1.4860653,-2.0167744,-2.3490121,0.85456145,1.3236294,1.664628,1.9799943,-1.2285882,1.6892297,0.6472926,2.2958884,-0.091706924,0.48094055,-0.86864424,0.19326273,0.8690448,0.98951524,-0.9158099,0.16652976,0.04327769,0.47803435,1.1729985,-1.0249721,-0.282448,0.496182,1.6150867,-2.1011841,2.7758522,-1.0647299,-1.6709602,0.82007986,-0.51849073,0.7801003,-0.23803231,-0.2924481,1.6714344,0.79154384,12.979734,8.917796
