mgi_symbol,n_counts,highly_variable,highly_variable_rank,means,variances,variances_norm,highly_variable_nbatches
Bmper,14175.0,True,484.0,19.697916666666668,6962.580901567944,1.7221508925457847,5
Afg3l1,92358.0,True,2753.0,44.295138888888886,6979.860324719318,1.0113079989986888,1
Urb2,35028.0,True,929.0,31.270833333333332,6843.410714285714,1.9645002113236156,6
Capn9,944.0,True,2278.0,1.5763888888888888,189.31121757646147,0.8527497791918864,1
2310022B05Rik,34347.0,True,2234.0,4.864583333333333,724.9258493031358,0.7713727387888234,1
Egln1,26776.0,True,2757.0,24.48611111111111,3397.393534649632,1.1133208229984013,3
Snx19,145102.0,True,2603.5,164.90625,41785.80651132404,1.1878172926527484,4
Trpc6,24275.0,True,1184.0,44.53472222222222,15750.486595044524,1.5130036381011174,4
Pdgfd,9141.0,True,1064.0,24.229166666666668,5616.316637630662,1.1570835566367934,3
Sesn3,69766.0,True,2082.0,84.26388888888889,14152.376113046847,1.1958692784402485,3
Ubash3b,110581.0,True,2039.0,78.94791666666667,22123.91713850174,1.4184025140809922,6
Kcnj5,6409.0,True,2032.0,15.756944444444445,4341.090543941154,1.3383542700785345,3
Ets1,5708.0,True,1518.0,1.8958333333333333,481.69642857142856,1.2166634689353024,3
Kirrel3,140454.0,True,317.0,103.44097222222223,37901.0627056717,2.1705608945946584,6
Tirap,8317.0,True,1799.0,5.375,632.1655052264808,1.3611617429302718,4
Rpusd4,35944.0,True,1691.0,33.010416666666664,4907.034734320557,0.9881698231527477,1
Ppp2r1b,116054.0,True,2401.0,89.85416666666667,30543.079703832747,1.345214909736382,5
Alg9,111821.0,True,2596.0,46.541666666666664,8031.810104529616,1.2450895121642838,4
Dixdc1,107438.0,True,2674.0,87.77777777777777,17629.385985288423,1.3598088625061042,6
Pts,80929.0,True,1747.0,73.52083333333333,8971.525696864112,0.8425341838831519,1
Cadm1,1694083.0,True,758.0,499.1979166666667,300662.77253919863,1.815807072031886,6
Dscaml1,37506.0,True,1198.5,23.95138888888889,5149.823412698413,1.6496078086705512,6
Pdzd3,2881.0,True,1224.0,0.6006944444444444,30.359163279132787,1.3520344101041477,3
Nlrx1,7516.0,True,1348.5,9.958333333333334,1160.5975609756097,1.201560993643741,2
Chek1,5539.0,True,1540.0,6.96875,718.1488458188153,1.0836581446244289,1
Hyou1,136799.0,True,2284.5,136.375,33673.23867595819,1.2334275507059866,4
Stt3a,239840.0,True,2750.5,101.84027777777777,19068.406455671702,1.2268559238513306,4
Fez1,903608.0,True,2053.0,572.1493055555555,175652.1901737321,0.944912783248628,1
Hinfp,24795.0,True,2245.0,14.98263888888889,2376.2052724545106,1.1129144584303705,3
Tmem218,39766.0,True,2521.0,46.12152777777778,4562.378907762291,0.7709878723348647,1
Vps11,187847.0,True,2171.0,233.60416666666666,62608.35844947735,1.337049491746413,5
Mcam,7761.0,True,1845.0,10.59375,3931.2385670731705,1.2699432347231259,3
Olfm2,411202.0,True,2425.0,306.90277777777777,86875.30758807588,1.2545161106509635,4
Tyk2,24323.0,True,2297.0,12.993055555555555,3096.2647599690285,1.4299765431944709,6
Ldlr,58621.0,True,675.0,82.24652777777777,20626.890231804107,1.7142148132366,5
Kank2,1030.0,True,1255.0,1.0694444444444444,304.24603174603175,0.9368288779214086,1
Dock6,19718.0,True,2753.0,16.95138888888889,1765.7397890050327,1.205314889672622,4
Tcf12,725238.0,True,368.5,146.46180555555554,42241.684947251255,2.1587111668349115,6
Anxa2,2848.0,True,2387.0,0.017361111111111112,0.017119144405729772,1.150234141697523,4
Cgnl1,11227.0,True,2496.5,10.118055555555555,2487.7908923732093,1.2627442935223196,4
Rora,75921.0,True,1907.0,109.78125,23475.265570557494,1.4440643154983264,6
Itga11,95408.0,True,155.0,29.020833333333332,10606.724303135887,2.681392700297921,6
Cln6,21211.0,True,2502.0,14.07638888888889,1728.8303813395275,1.077994997381954,3
Glce,148585.0,True,452.0,122.87847222222223,45633.187270131624,1.8240609841418565,5
Kif23,9693.0,True,2548.0,2.454861111111111,288.8481295973674,1.376693301788973,6
Lca5,28068.0,True,1745.0,18.18402777777778,2189.4886638598527,1.1467120381016989,3
Drd2,85574.0,True,607.0,74.38541666666667,27936.1331663763,1.6823166548439052,5
Sh3bgrl2,31869.0,True,2099.0,66.85416666666667,17029.19120209059,1.3579982531320132,5
Bckdhb,41093.0,True,2532.0,87.48611111111111,9890.571234998062,0.8883332256931048,1
Zw10,72946.0,True,1664.0,66.39236111111111,13864.232275938832,1.426984723969265,5
Usp28,68446.0,True,1778.0,24.274305555555557,3155.175365369725,1.4594148672102714,5
Tmprss5,1851.0,True,1993.0,2.1666666666666665,290.1881533101045,1.0100825035100571,3
Htr3a,8021.0,True,377.0,25.493055555555557,7672.857094463801,0.7146965209657896,1
Acsbg1,3684.0,True,1410.0,0.6145833333333334,105.14361933797909,1.095646456235848,2
Thsd4,2372.0,True,1898.5,3.6944444444444446,840.6310491676345,1.1893040090514357,2
Man2c1,112691.0,True,2372.0,94.63541666666667,18190.68543118467,1.0178926027613293,1
1700017B05Rik,4214.0,True,808.0,8.25,1894.9198606271777,1.302114812603718,2
Chrna3,52233.0,True,859.0,23.03125,7479.786476480836,1.5698455758483512,5
Ube2q2,55010.0,True,2769.0,82.38888888888889,9208.322106078205,0.8087291972118552,1
Nrg4,3228.0,True,2529.0,3.5729166666666665,276.1758493031359,0.7880876825367583,1
Cyp1a1,710.0,True,2454.0,0.8993055555555556,126.92710753000387,0.4634361523177697,2
Pstpip1,1792.0,True,2667.0,1.8819444444444444,691.6027390631049,0.9742369854798109,2
Stra6,10690.0,True,1143.5,1.2604166666666667,235.2455357142857,1.6068417142348792,6
Hmg20a,291298.0,True,1761.0,191.81944444444446,43588.89411536972,1.183136446344305,3
Col12a1,17776.0,True,1832.0,27.65277777777778,7916.164730933023,1.3899537607998962,4
Loxl1,9750.0,True,2442.0,3.6215277777777777,862.7517300619435,1.3313702283868627,5
Mto1,75956.0,True,2045.0,94.36111111111111,18337.26984126984,1.1920933766569366,3
Gclc,33211.0,True,839.0,39.204861111111114,9765.292380468447,1.522165386017302,4
Tmed3,143207.0,True,2215.0,183.08333333333334,31106.80139372822,1.1308134910956478,3
Rasgrf1,430390.0,True,598.0,1427.607638888889,1908152.336805555,2.022146231579138,5
Adamts7,37994.0,True,943.0,2.111111111111111,326.44057297715835,1.743934389982831,6
Car12,4194.0,True,928.5,7.927083333333333,962.360518292683,1.1766214426894244,2
Plod2,36519.0,True,1159.5,14.35763888888889,2127.6939484126983,1.584506824669526,6
Csnk1g1,152569.0,True,2215.5,76.63888888888889,18459.4370886566,1.4404676395038953,6
Dpp8,158397.0,True,2093.5,124.65972222222223,30012.336769260542,1.3272876197274621,4
Zwilch,4142.0,True,2567.0,0.059027777777777776,0.6201969608981804,1.1289434138810488,3
Smad3,16144.0,True,778.0,5.940972222222222,1945.379778842431,1.9227891974006475,6
Pias1,105444.0,True,1706.0,126.15625,21969.066093205576,1.1565091170325352,3
Atr,32349.0,True,2371.0,20.45138888888889,2919.8721931862174,1.346655454575017,5
Rasa2,65180.0,True,2169.0,44.6875,5728.2992160278745,1.0810237224500112,2
Nt5e,4197.0,True,2410.0,7.416666666666667,1372.871080139373,0.9802920283866957,2
Syncrip,108002.0,True,2502.0,29.350694444444443,3496.8347730352302,0.8692680451439209,1
Cmtm6,21401.0,True,1624.5,11.73263888888889,2945.144296844754,1.5911313989189892,6
Stt3b,215153.0,True,2738.0,102.20486111111111,21092.950917053815,1.2350082245485632,4
Clstn2,77639.0,True,769.0,59.77430555555556,17062.440173732095,1.709455227500283,5
Dbr1,42940.0,True,1078.0,37.795138888888886,5835.396910085172,1.3080920477173454,3
Cspg5,166574.0,True,2733.0,147.91666666666666,23142.069686411152,1.0718449433032589,2
Ptgs2,1543.0,True,842.0,3.0520833333333335,588.391006097561,0.9530187680419502,2
Kif9,11213.0,True,2091.0,10.35763888888889,1337.7287916182731,1.0719831216430082,2
Lrrc2,3483.0,True,2632.0,1.7951388888888888,180.707014614789,1.308806279348867,5
Dclk3,16483.0,True,937.0,27.82638888888889,4328.715398761131,1.5001440176255336,4
Trib1,21983.0,True,2690.0,23.76388888888889,4325.184475416182,1.232684908886047,4
Arpp21,51240.0,True,916.0,84.625,42379.12717770035,1.6743104225418601,5
Fbxl2,113704.0,True,1637.0,162.36458333333334,33647.953723867584,1.342757674327002,4
Ttc21a,1475.0,True,1041.0,2.1979166666666665,432.1592987804878,0.8334460577399464,1
Nktr,281121.0,True,2600.5,236.08333333333334,68924.76655052265,1.20796318273348,4
Pccb,72842.0,True,1244.0,51.5625,6194.128484320558,1.2624755193745634,3
Amotl2,117096.0,True,2056.0,62.93055555555556,13918.66415021293,1.4602672987102505,5
Cck,552352.0,True,58.0,555.0381944444445,2135731.158814847,3.676823592498721,6
Ephb1,135023.0,True,972.5,23.739583333333332,3972.8761977351915,1.8859702481702891,6
Slco2a1,22827.0,True,1415.5,7.15625,1287.449368466899,1.5033982394961347,6
Nphp3,17584.0,True,1301.5,14.465277777777779,1806.8768389469608,1.508499508462993,4
Col6a4,1910.0,True,1875.0,0.1597222222222222,7.347222222222221,0.9915936247063274,2
Mapkapk3,3634.0,True,1635.5,0.7708333333333334,63.13196864111498,1.478896073677781,4
Mon1a,70381.0,True,2465.0,77.92708333333333,12698.193270905926,1.0063065791446992,1
Mst1r,3299.0,True,1188.5,4.270833333333333,1033.0413763066201,1.1042759614212032,2
Traip,24252.0,True,2768.0,23.211805555555557,2755.9096859272163,1.0664601420512676,2
Bsn,151929.0,True,2422.0,176.99652777777777,85261.51566734417,1.437417433063094,5
Nckipsd,173074.0,True,1865.0,309.6076388888889,92586.81764179247,1.4008083530230169,5
Slc25a20,76932.0,True,2709.0,27.552083333333332,3251.85093641115,1.112550958363282,3
Qars,141536.0,True,2565.0,97.04861111111111,19605.76766356949,1.241278251173264,4
Klhdc8b,119029.0,True,608.0,75.98611111111111,20191.052071234997,1.5338533654236575,4
Usp4,397427.0,True,1971.0,234.25,78081.74216027874,1.3392651823117723,5
Nt5m,181754.0,True,1460.0,224.65972222222223,39194.768825009676,0.9663537049446157,1
Srek1,173305.0,True,1388.0,136.57638888888889,22150.781600851722,0.9698034480290033,1
Eml4,118062.0,True,1795.0,40.052083333333336,10408.87881097561,1.3329220541432119,4
Thsd7a,65773.0,True,1474.5,45.763888888888886,9400.912698412698,1.606839361520243,6
Atxn2l,958511.0,True,1960.0,360.03472222222223,87906.46568912118,1.1483641805322424,3
Oas3,1453.0,True,300.0,0.0,0.0,0.6148184626690378,1
Pon2,6973.0,True,375.0,8.024305555555555,991.0551563104916,1.4378258302379596,3
Cd59a,37927.0,True,2109.0,91.08680555555556,16358.664912408054,0.8198419544960368,1
Malt1,8155.0,True,2389.0,10.284722222222221,1904.7618563685637,1.1798033895213595,4
Lmo2,13085.0,True,1301.0,22.17361111111111,3165.4401374370887,1.1255788305420495,2
Kank1,10275.0,True,1413.5,4.694444444444445,954.3313975996903,1.383247850852286,4
Trib3,6392.0,True,2243.0,4.236111111111111,447.76984126984127,1.043469285474252,1
Abtb2,4196.0,True,1130.0,1.59375,271.78908972125436,1.451559184165794,4
Mier3,117868.0,True,1992.0,91.9375,14544.741724738675,1.2140301328039638,3
Snx33,434.0,True,1387.0,1.2743055555555556,169.1893026519551,0.7337186086590813,1
Ablim3,284133.0,True,624.0,78.25694444444444,13880.637582268679,1.131718853850666,1
Tpcn1,13829.0,True,1219.0,4.458333333333333,494.84843205574913,1.3470399999592468,4
D430042O09Rik,27503.0,True,2506.0,26.84027777777778,5439.925619434765,1.2747243218047677,5
Gab3,10611.0,True,2255.0,10.90625,1526.552155923345,1.3323870694818303,5
Bet1,31632.0,True,2625.0,32.583333333333336,4227.965156794425,0.9972098068458625,2
Gng11,1459.0,True,854.0,0.9618055555555556,193.36090543941157,0.936410112644122,1
Trpa1,8524.0,True,447.0,4.222222222222222,1744.0619434765774,1.5170197387802498,4
Chrm1,15010.0,True,781.0,36.97222222222222,9572.633372048007,1.325933470280251,3
Gtf3c1,261380.0,True,2050.0,201.23958333333334,75724.16191202088,1.2732884458642746,4
Pdxk,275640.0,True,2563.0,594.3402777777778,241178.31586333716,1.4341596481561958,5
Lama1,5455.0,True,1447.0,1.6631944444444444,307.54121902826165,1.3817652392618605,5
Srxn1,86801.0,True,1213.5,184.08680555555554,61083.52902390632,1.3835982769415018,4
Slc10a3,10705.0,True,1414.0,17.51388888888889,3632.1670538133953,0.98620643457197,1
Alox12b,1324.0,True,1283.0,2.642361111111111,387.9030076461479,1.0109221845646112,2
Igdcc4,81353.0,True,1571.0,52.74305555555556,20605.034794812236,1.5534893554721023,6
Ppp1r9a,98323.0,True,2405.5,99.82638888888889,16310.164876113047,1.07197283316185,2
Pwp2,71449.0,True,905.0,52.05555555555556,10627.96902826171,1.6918627821967702,6
Trpc1,13171.0,True,1471.0,19.74652777777778,4136.301381629888,0.9117568212593096,1
2410131K14Rik,156237.0,True,2623.0,148.82638888888889,44554.32515485869,1.3429529461039724,6
Prr5l,919.0,True,2179.0,1.2569444444444444,143.04176345334884,0.8590583920971774,1
Abcc10,45169.0,True,2037.0,22.479166666666668,3700.8776132404178,1.3933707951005367,5
Abcc4,11355.0,True,886.5,8.57638888888889,964.5795102593883,1.490290988951826,4
Pkd1,127163.0,True,2281.5,99.45486111111111,29632.841160956254,1.4816416815803748,6
Smap2,86138.0,True,1818.0,123.51388888888889,17582.47367402245,0.812169425988771,1
Ccdc85a,144215.0,True,2222.0,105.23263888888889,25696.889941444053,1.3327807733562163,4
Slc16a1,74352.0,True,1534.5,66.31597222222223,16944.621068041037,1.6578430682695189,6
Sgpp2,34677.0,True,2166.0,91.8125,23202.480400696866,1.4338407477501125,6
Lrig2,105091.0,True,1124.0,90.84722222222223,21627.00096786682,1.354105095956714,4
Hspa13,240619.0,True,1742.5,198.37152777777777,44582.345806717,1.317811690046535,4
Camkv,241784.0,True,684.0,314.84722222222223,103255.77448703059,1.6800271483020008,5
Nup93,108866.0,True,1876.5,55.59027777777778,13707.831542779715,1.4646305255841794,6
Rbm11,17792.0,True,2351.0,12.708333333333334,2182.911149825784,1.1846530671105173,3
Micall1,20798.0,True,2151.0,13.881944444444445,1256.773470770422,0.8512759137762904,1
Npat,49260.0,True,1473.5,55.329861111111114,8918.988373499807,1.3995117690908085,4
Pygb,373457.0,True,1877.5,354.3229166666667,95001.59919425086,1.2754464504613916,4
Lmo7,13580.0,True,1349.0,9.465277777777779,1744.2635985288425,1.405808260873255,4
Resp18,740307.0,True,1672.0,1779.28125,2086290.9937935534,1.0679707744207863,2
Cntnap3,3268.0,True,2215.5,3.8715277777777777,539.5200227448702,1.1365619048867484,4
Gas7,166643.0,True,802.0,134.85416666666666,37609.90897212544,1.8242956353546906,6
Lss,158805.0,True,1189.5,67.64236111111111,16890.80196234998,1.6253951531511213,6
3830406C13Rik,54200.0,True,1680.0,75.36458333333333,8580.650587979095,0.9682751586398868,1
Atg9a,270749.0,True,239.0,98.63888888888889,16536.782036391793,1.0870826015760982,1
Ybey,16720.0,True,2471.5,12.666666666666666,2136.6271777003485,1.08379854725108,2
Dis3,51807.0,True,1720.5,27.979166666666668,5402.752177700348,1.1459745927935947,2
Card10,30004.0,True,1455.0,53.635416666666664,9871.368358013937,1.5438204268294828,5
Mgll,7440.0,True,2565.0,11.67361111111111,1901.642228029423,1.1226746407141577,2
Tie1,3053.0,True,2738.0,0.003472222222222222,0.003472222222222222,0.8570899163577357,1
Ttf2,4629.0,True,2499.0,3.9722222222222223,616.9399922570655,1.2285806728787059,4
Trim45,38385.0,True,1533.0,41.31944444444444,9274.949864498645,1.2380948986984042,3
Szt2,77750.0,True,2308.0,49.513888888888886,10441.957994579945,1.3555826644834175,5
Ttll4,29035.0,True,1795.0,18.15972222222222,4768.148615950445,1.525131959783663,6
Duox1,1090.0,True,2443.0,0.5277777777777778,35.713511420828496,1.023740168308383,2
Stk36,59357.0,True,1652.0,19.19097222222222,4411.702078493999,1.6655334124076362,6
Ptprm,51696.0,True,196.0,44.454861111111114,12162.694819492837,2.4073487244572958,6
Rpgrip1l,40060.0,True,2000.0,51.15972222222222,9954.963946960897,1.51657880664818,5
Wdr3,60005.0,True,2645.0,45.80555555555556,8442.13627564847,1.3625615973231915,6
Ptprf,221043.0,True,2637.5,87.99652777777777,15819.181172570654,1.118668671029192,2
Lpp,13336.0,True,1467.5,9.53125,1563.5321210801394,1.591597398786057,6
Galnt9,119819.0,True,958.5,42.770833333333336,6020.016986062717,1.4395079514602276,4
Fem1c,115392.0,True,2580.0,50.239583333333336,8899.590483449476,1.2431376709120951,5
Ctdp1,70614.0,True,2210.0,51.62847222222222,8651.195980933022,1.342490388871256,5
Kdm4a,25513.0,True,2656.0,9.48263888888889,1499.1704292489353,0.9184703341381057,1
Tnxb,872.0,True,1992.0,1.8993055555555556,247.7494071815718,0.9855061359990929,1
Chst2,128544.0,True,1090.5,83.40972222222223,18831.30889469609,1.8872191023324696,6
Rtp4,804.0,True,707.0,0.4513888888888889,16.401809910956253,0.4325750420583612,1
Prrg3,58549.0,True,2260.0,48.295138888888886,10073.19133517228,1.2580580002438637,4
Usp37,72048.0,True,1869.0,59.71180555555556,10381.16752564847,1.1340511062888854,2
Ipo13,168625.0,True,2157.5,118.51736111111111,29730.083321234997,1.4092996987401445,6
Trappc8,41865.0,True,2087.5,48.90277777777778,9325.467866821526,1.279343220502836,4
Rtp1,4320.0,True,2360.0,9.694444444444445,1808.7286101432442,1.0296999888714082,3
Spg11,38662.0,True,1878.0,25.927083333333332,4975.60093641115,1.5621019085470804,6
Ctdspl2,76412.0,True,1589.0,54.47569444444444,9156.347839237322,1.069885255573923,1
Antxr1,5638.0,True,2464.0,3.888888888888889,544.7541618273325,0.5548166518948402,1
Armcx2,439390.0,True,2477.0,258.75347222222223,67778.2839600271,1.1971826939597643,3
Specc1l,216170.0,True,1294.5,133.07638888888889,37280.24501548587,1.630958395221392,6
Lpar6,16147.0,True,2509.5,8.715277777777779,1372.977884243128,1.2263003780464559,4
Adamts15,10784.0,True,945.0,10.916666666666666,2229.498257839721,1.3755273408863717,3
Zbtb1,22540.0,True,1814.5,26.145833333333332,4861.574477351916,1.3872384568385219,4
Prss35,5764.0,True,1174.0,1.5972222222222223,101.34243128145567,1.37957813503591,4
Larp4b,146014.0,True,2469.0,108.91319444444444,18277.041219028262,1.0449089813488561,2
Ppip5k1,47793.0,True,1978.0,93.62847222222223,18667.021764905145,1.0453620761809967,3
Ttc7b,36124.0,True,2537.0,68.53819444444444,8555.705853174602,0.8342710451725539,1
Idua,52775.0,True,1757.0,81.07638888888889,19815.234562524198,1.3819922155565096,5
Fam20b,140518.0,True,1887.0,166.17361111111111,34254.31818621757,1.3995410020252679,5
Myo6,29336.0,True,558.0,30.04861111111111,4230.485433604335,1.4244998822935873,3
Fa2h,513.0,True,1383.0,1.375,258.2839721254355,0.779605995241563,1
Spata2l,37768.0,True,2260.0,64.87152777777777,15576.59319347658,1.355532569177212,6
Lgi3,93037.0,True,2492.0,255.83680555555554,81599.24505178086,1.3916813043517597,6
Caskin1,115311.0,True,1922.0,131.77430555555554,22268.642264324433,0.9057778907911475,1
Pank1,23080.0,True,2675.0,25.75347222222222,3137.552252710027,0.8946037507502292,1
Cplx1,332086.0,True,1367.0,923.2951388888889,9696692.281927506,2.39793044715385,5
Map3k13,23582.0,True,2500.0,21.25347222222222,2611.1027753581106,0.9353295422170081,2
Pcgf3,146683.0,True,1961.0,50.638888888888886,10454.154858691443,1.2948688040564036,5
AW554918,48680.0,True,2434.0,37.00347222222222,6593.592322396438,1.343521006168099,6
Vps8,132805.0,True,2326.0,82.08680555555556,15003.96107965544,1.350585001190802,5
Ddx19b,21721.0,True,2581.5,16.93402777777778,2465.636747483546,1.2759168127583267,4
Zfp7,33272.0,True,2756.0,21.697916666666668,2590.511215156794,1.211994461882092,4
Cep350,81426.0,True,2163.0,94.61111111111111,23500.607820363915,1.3533718687891936,5
Qsox1,111324.0,True,1934.0,70.51388888888889,15968.543360433603,1.270258055278416,4
Ucp2,113320.0,True,318.5,147.96875,75776.74118031358,2.0041913567188154,6
1300017J02Rik,444.0,True,894.0,0.3159722222222222,19.297026229190863,0.7869677468987617,1
Arhgap39,114916.0,True,2605.0,44.21527777777778,6008.936072396437,1.2292430014114533,4
Smyd5,166264.0,True,2515.0,165.88888888888889,33288.586914440566,1.19873850658452,3
Sf3b3,359169.0,True,2430.0,230.53819444444446,66579.00202042199,1.2682492738648201,5
St18,51114.0,True,865.5,7.190972222222222,1256.0435419086334,1.7673176898538248,6
Exoc6b,204008.0,True,2065.0,190.82986111111111,52680.065028552075,1.3493771737407938,5
Dysf,4622.0,True,1745.0,10.649305555555555,2552.8626475996903,1.0412377631921388,3
Tubgcp5,102315.0,True,806.0,148.36111111111111,40088.524196670536,1.5313014594652001,5
Atp7a,72131.0,True,983.5,32.607638888888886,7034.852484998064,1.7704058218491026,6
Tmem87a,15213.0,True,1000.0,15.09375,2418.6427482578397,1.1558342673134734,3
Pla2g4c,4989.0,True,2628.0,2.2881944444444446,142.7075953348819,1.091120504243852,3
B3galt2,75573.0,True,2565.0,65.43402777777777,12879.096677797133,1.3693070728144976,6
Kcnk10,59903.0,True,2535.0,19.614583333333332,3589.4990200348434,1.1088612225868173,3
Engase,10270.0,True,2436.0,6.659722222222222,593.2426926054974,1.1555999136674757,3
Rbm46,975.0,True,1688.0,1.7013888888888888,348.4540747193186,1.108324250474264,1
D3Ertd254e,55619.0,True,1728.0,64.64583333333333,17759.233013937283,1.4541457844947665,6
Mapkbp1,147564.0,True,1883.5,61.39930555555556,14183.829546554392,1.623390340857495,6
Zdhhc15,24049.0,True,2002.0,23.10763888888889,5335.887328203639,1.2886175325365226,4
Rbm34,76386.0,True,1314.0,66.61111111111111,5867.834301200154,0.7962858959282731,1
Mga,76336.0,True,1520.5,73.85763888888889,10398.26189266357,1.3357359444578736,4
Zswim5,39365.0,True,2733.0,14.347222222222221,2705.426054974835,1.3547750683013662,6
Trim36,119374.0,True,2098.0,29.65625,5516.749020034843,1.4323008893322395,6
Aspm,804.0,True,871.0,0.8645833333333334,54.73769599303135,0.728964443257988,1
Zfp446,85825.0,True,1068.0,50.361111111111114,10986.545102593882,1.7837843896091206,6
Zbtb41,139068.0,True,2398.5,59.8125,11597.87412891986,1.381164135950838,6
Cdkl4,22961.0,True,1237.5,20.51388888888889,3751.567750677507,1.5371937859803777,6
Gria2,777059.0,True,1796.0,673.9201388888889,297702.6451679249,1.4183889667599434,5
Tesk2,6212.0,True,618.0,13.913194444444445,3346.713692895857,1.0928423580494835,1
Ttc37,35202.0,True,2345.0,40.65972222222222,6951.960462640341,1.406605322173706,5
Cpsf1,348256.0,True,1411.0,223.96875,79678.0094729965,1.5811056536519992,6
Fancd2,2428.0,True,2133.0,0.4340277777777778,20.776120305845915,1.1354213827281308,2
Ccdc17,9993.0,True,1894.0,11.0,1174.0557491289198,1.3232616852765366,4
Fgd5,63062.0,True,2137.0,13.506944444444445,2122.5086624080523,1.385651477136105,5
Phka1,89303.0,True,1350.5,60.84722222222222,17111.05671699574,1.5674776080316188,6
Farp2,15509.0,True,2747.0,17.385416666666668,2752.272539198606,1.1820596663026872,3
Fstl5,119026.0,True,137.0,76.77083333333333,48108.17029616725,2.424769481891709,6
Ano7,16124.0,True,1006.0,31.850694444444443,9726.343483836625,1.2541940156508924,2
Golim4,44628.0,True,2019.0,28.44097222222222,7703.864099399922,1.439789888794931,5
Kctd7,91458.0,True,2345.0,94.08333333333333,22709.421602787457,1.3813630798955456,6
Atp2c2,5425.0,True,1384.5,5.434027777777778,872.358001838947,1.2116492200981879,4
Scn11a,7760.0,True,1358.5,1.9548611111111112,335.3115442315137,1.4493986024191372,4
Pomt2,52632.0,True,1595.0,27.88888888888889,6243.876113046845,1.4665896661951419,5
Exoc3,355211.0,True,2669.0,341.0173611111111,88934.15649196671,1.070670759784249,2
Ino80,15398.0,True,1826.0,16.708333333333332,3980.8623693379786,1.2015120149181804,3
Ogt,637025.0,True,2086.0,458.9826388888889,151669.76624806426,1.122961018938675,2
Zfc3h1,71393.0,True,2514.0,49.798611111111114,7496.398325590399,1.3926729985652628,5
Ccnd3,49477.0,True,1100.0,77.58333333333333,10969.296167247388,1.0275869764403303,1
Faah,133431.0,True,2700.0,136.625,31333.36411149826,1.322060969746783,6
Chchd4,212261.0,True,2434.0,315.71875,63868.43978658536,0.9210588126856312,1
Ankmy1,855.0,True,1980.0,1.6215277777777777,203.04441298877273,0.8991264410457426,1
Vps18,108306.0,True,1628.0,108.54513888888889,23911.08506339528,1.3414520117839406,5
Atm,12528.0,True,1255.0,10.51388888888889,1055.1914440572978,0.9555084222706572,2
Slc38a8,782.0,True,1102.0,1.8715277777777777,286.94859417344173,0.747950843704154,1
Rhov,242176.0,True,2604.0,52.22222222222222,7811.365079365079,0.9083151272455122,1
Foxj1,6909.0,True,2238.5,12.385416666666666,5371.742922473867,1.1650981187417717,2
Slc25a37,8697.0,True,2083.0,22.51736111111111,4305.581579074719,1.2246188489232466,3
Senp6,66043.0,True,1754.5,48.34027777777778,6806.922135114209,0.9959310330906685,2
Fhod3,14715.0,True,2648.0,13.21875,1414.8126088850174,1.1141737618511975,3
Ccdc15,12657.0,True,2304.0,8.184027777777779,1406.164622048006,1.0619369896640953,3
Sdr42e1,24628.0,True,1887.0,28.39236111111111,4464.740986740225,1.3717756739373683,4
Tmem132d,6384.0,True,1764.0,3.53125,445.1558144599303,1.471332627106895,6
Trim59,30174.0,True,2627.0,7.479166666666667,1200.1389372822298,1.1006356684664251,3
Slc26a2,8056.0,True,939.0,7.326388888888889,858.3251548586915,1.2575834765079004,3
Tmem132c,6513.0,True,1438.0,4.53125,741.8944904181185,0.9792427060015845,1
Kctd9,14684.0,True,2411.0,28.57638888888889,3859.2972802942313,1.1522346432718131,3
Plcg2,16459.0,True,1421.0,27.177083333333332,5785.505117595819,1.046525617707015,2
Smc4,13189.0,True,673.0,5.305555555555555,531.7669376693767,1.2244708167490925,3
Mtmr3,94614.0,True,1563.5,70.75347222222223,17417.36409939992,1.4943743471719972,6
Tulp4,206933.0,True,2236.0,100.49652777777777,16396.662008807587,0.9982249789064789,1
Barhl2,1209.0,True,412.0,0.6423611111111112,9.777572106078203,0.8621285056960777,1
Spata6,10720.0,True,1503.0,15.145833333333334,3072.1668118466896,1.1536784243230724,3
Kcnh5,14216.0,True,2317.0,9.23611111111111,1202.3552071235,1.4840646797519643,5
Tbc1d10a,49811.0,True,2625.0,40.895833333333336,5993.863675958187,1.1137926281888018,2
Zfp707,28604.0,True,1476.5,19.302083333333332,1717.814351045296,1.2791306638782152,4
Ifit1,2237.0,True,2522.0,6.916666666666667,2034.9268292682923,0.611270351253908,2
Scara3,23560.0,True,1110.5,34.94097222222222,8260.376294521875,1.53779088382979,6
Sec22a,68552.0,True,2265.0,65.91319444444444,9812.678849690283,1.1874732704445983,3
Uaca,6333.0,True,2009.0,2.1180555555555554,280.5225996902826,0.7928710397089581,2
Kdelc2,11182.0,True,1186.0,11.774305555555555,1125.4924385404568,1.0410972709453177,1
Edil3,261993.0,True,281.5,351.3125,268765.9507839721,2.284436134068238,6
Hmgxb4,53753.0,True,1103.0,27.67013888888889,4352.883843883082,1.6001869075854014,5
Gjc1,14954.0,True,2641.0,3.9131944444444446,792.1562016066589,1.0178172738399338,3
Fbxo16,33713.0,True,2753.0,15.368055555555555,1249.724690282617,0.8165695487427905,1
Zfp418,67357.0,True,428.0,34.572916666666664,9990.16888066202,2.01013313491818,6
Rsrc1,137238.0,True,2313.0,174.61458333333334,39140.15407229965,1.093416765071251,1
