mgi_symbol,n_counts,highly_variable,highly_variable_rank,means,variances,variances_norm,highly_variable_nbatches
Lct,654.0,True,1674.0,0.07291666666666667,0.3883928571428571,0.6345821535012274,1
Mcm6,50215.0,True,1360.0,28.06597222222222,5482.967757936509,1.577388642521605,6
Dars,241662.0,True,2362.0,123.79166666666667,20123.45470383275,1.1144502404440804,3
Cdc73,26392.0,True,933.0,37.513888888888886,5233.630468447542,1.0516508159705615,2
Tfcp2l1,19628.0,True,614.0,6.923611111111111,1789.4436217576463,1.9437385942131133,6
Ptpn4,52352.0,True,870.0,85.52777777777777,15315.685636856371,1.3118712078526404,3
Sctr,764.0,True,2018.0,0.0,0.0,0.5630910280234382,1
Steap3,3930.0,True,1712.0,3.8194444444444446,582.6084010840108,1.2300136728226716,3
Nek7,26576.0,True,1918.0,17.17361111111111,3092.171844754162,1.602503489453379,6
Cd55,21304.0,True,2280.0,23.32986111111111,6272.389070363918,1.374643573743274,5
Tnni1,3518.0,True,331.0,7.010416666666667,3265.9545949477347,1.1198863943890283,3
Cdk18,92646.0,True,2721.5,260.40972222222223,69752.14513162989,1.3433091785908091,4
Nfasc,269235.0,True,1700.5,276.4270833333333,65035.10964721255,1.1261647671362278,2
Syt2,25305.0,True,2515.0,40.18055555555556,12551.381920247773,1.4268767187236904,6
Klhl12,176156.0,True,1175.0,181.73263888888889,49881.09551635695,1.5890258444983767,6
Adipor1,272658.0,True,2619.0,204.76041666666666,41361.820448606275,0.9989914187159775,1
Ppfia4,107642.0,True,2520.5,116.31944444444444,25538.371467286095,1.3401895173835816,4
Atp2b4,64121.0,True,2479.0,96.74305555555556,16161.898906310491,1.1110179958616493,3
Glul,80102.0,True,1755.0,64.09027777777777,10145.099835462643,0.9154396780958373,1
Rgs16,13786.0,True,2611.5,14.131944444444445,2640.8327042198994,1.2093887513403854,4
Lamc1,16581.0,True,2362.5,8.57638888888889,1044.4680120015485,1.258006147196679,4
Lamc2,6985.0,True,2407.5,3.6909722222222223,464.2978973093302,1.1680397750199256,4
Rgl1,41132.0,True,2574.5,96.67013888888889,21749.24621322106,1.090571904555146,2
Fam129a,2331.0,True,2586.5,0.003472222222222222,0.003472222222222222,1.082060364145906,2
Kif26b,50169.0,True,926.0,25.79513888888889,4974.741857820363,1.7747793545515662,6
Cnih3,14514.0,True,485.5,11.159722222222221,1910.8942605497482,1.6121306505005961,4
Nvl,121380.0,True,1715.0,57.99305555555556,12526.174167634532,1.3105224970447538,3
Fh1,282762.0,True,2509.0,367.1666666666667,96039.0801393728,0.9318260991288061,1
Rgs7,85260.0,True,1056.0,98.10763888888889,16244.270603464964,1.2537335398380332,3
Tagln2,18460.0,True,628.0,7.659722222222222,1788.0092431281455,1.5905565955216894,4
Dcaf8,250265.0,True,1895.0,318.7048611111111,95527.70004597367,1.5608399197538825,6
Pou2f1,52984.0,True,2078.5,19.302083333333332,2826.1349085365855,1.165324425995505,2
Dcaf6,32264.0,True,1755.0,26.055555555555557,3402.45683313976,0.8556614830592957,1
Nme7,41347.0,True,1707.0,27.78125,2771.5791594076654,1.1490590437448207,3
Atp1b1,1781611.0,True,2521.0,3342.9583333333335,5174528.25261324,1.1559510968156117,3
Astn1,627625.0,True,2274.0,741.7291666666666,299499.0344076655,1.33199349113026,5
Sec16b,1759.0,True,2492.5,0.4965277777777778,70.0139251838947,0.9638302127299632,2
Abl2,29188.0,True,2032.0,22.73611111111111,3784.982384823848,1.3268439679721058,4
Soat1,27304.0,True,2560.0,30.76736111111111,5750.262763743708,1.3349565554818092,5
Smyd2,85222.0,True,2253.0,106.71875,10925.157556620208,0.7713819885627187,1
Ptpn14,2905.0,True,735.0,0.010416666666666666,0.010344076655052265,1.0458384517507928,1
Cenpf,3518.0,True,2439.0,0.875,29.726480836236934,0.7485236180778411,2
Esrrg,36210.0,True,2322.5,58.548611111111114,17126.736304684473,1.5874430950503478,6
Iars2,75999.0,True,991.0,72.82638888888889,20192.9802071235,1.3873500321001166,4
Nek2,1119.0,True,828.5,2.4270833333333335,619.3674869337979,1.2925595075637288,2
Atf3,25638.0,True,25.0,87.97222222222223,120533.64382500967,1.3792669879996113,1
Plxna2,106936.0,True,1823.5,69.32638888888889,14430.130032907471,1.5712641523370199,6
Suv39h2,9288.0,True,1438.0,7.614583333333333,928.8160932055749,1.0798256401644524,1
Dclre1c,22702.0,True,1561.0,19.083333333333332,2979.4076655052263,1.2650232142567008,3
Fam107b,95693.0,True,1701.0,16.677083333333332,4445.125326655053,1.5321577790046088,5
Fcgr2b,7973.0,True,390.0,27.677083333333332,124276.72114547036,0.7091558606833184,1
Sephs1,96108.0,True,2436.0,34.1875,6725.212108013937,1.1490014634319208,3
Phyh,255711.0,True,1847.5,368.34375,86067.5643510453,1.0579300373689324,2
Uhmk1,126408.0,True,2705.0,274.0451388888889,74375.95265921406,1.1553178553879484,4
Mcm10,1395.0,True,1079.0,1.5381944444444444,132.165783488192,1.0797727590365274,1
Uap1,109008.0,True,1791.0,87.53125,14698.089612369336,1.1408919491697673,3
Hsd17b7,56353.0,True,1461.0,27.666666666666668,4639.163763066202,1.4987663945064453,5
Rgs5,14866.0,True,37.0,0.05555555555555555,0.20596205962059622,1.2215315447562753,1
Lmx1a,540456.0,True,2169.5,133.38194444444446,33353.818766937664,1.4801195252094546,6
Mettl13,45312.0,True,1235.5,31.87847222222222,7201.695980933025,1.6744514777420194,6
Pigc,73716.0,True,2704.0,38.40277777777778,6819.1960898180405,1.4405219806755596,6
Prdx6,119094.0,True,1256.0,136.86111111111111,41824.99109562524,0.9983586450842451,1
Cenpl,15026.0,True,1895.0,10.729166666666666,1386.1772648083625,1.1461623748640333,3
Dars2,43383.0,True,2054.0,40.62847222222222,6633.223855497484,1.391949470226474,6
Mrc1,1488.0,True,1988.0,0.2777777777777778,16.556716995741386,0.8296029559660911,1
Rabgap1l,162855.0,True,2684.5,162.94097222222223,34944.815318912115,1.189198221367016,4
Trdmt1,33440.0,True,2575.0,30.930555555555557,7216.336624080526,1.3404020606427514,5
Tnn,412.0,True,1169.0,0.0,0.0,0.7375165225068999,1
Cubn,35994.0,True,463.0,12.78125,3230.3526785714284,1.8859039344386284,6
Vim,233739.0,True,305.5,22.55902777777778,8937.209047135113,2.3093014915728785,6
Pter,12055.0,True,97.0,30.12847222222222,14007.96601577623,1.1845011817851845,1
Dnajc1,25671.0,True,1788.0,15.899305555555555,1682.3765848819205,1.195731700321989,3
Nek6,53573.0,True,1185.5,57.1875,10779.964721254355,1.4957674852589549,6
Ppp6c,206869.0,True,1747.0,163.05555555555554,30397.09794812234,1.0441395261356083,1
Lypd6b,19527.0,True,734.0,4.774305555555555,1208.725888017809,1.7794176585558,6
Itga8,3703.0,True,2373.5,2.861111111111111,705.9179248935347,1.2598858435225309,4
Pfkfb3,84814.0,True,641.0,20.65277777777778,3379.042779713511,1.5202896813034388,5
Yme1l1,224870.0,True,1681.0,156.66319444444446,30036.886166763445,0.9565817474543549,1
Prkcq,40818.0,True,572.0,68.95833333333333,25274.144599303138,1.8698601903249676,6
Mastl,3506.0,True,1367.5,3.0590277777777777,477.087095915602,1.325720906851749,4
Pdss1,44720.0,True,2431.0,28.649305555555557,6325.684947251259,1.0774767512249825,3
Gad2,656371.0,True,3.0,1411.013888888889,9368615.355207123,6.390596279200065,6
Zbtb43,58756.0,True,2235.5,46.232638888888886,9808.569383952768,1.4780040881985803,6
Odf2,130824.0,True,2353.5,89.06944444444444,16880.817460317463,1.1957183498100505,2
Fam129b,50029.0,True,2388.0,14.8125,2226.9054878048782,1.299050787663258,5
Coq4,83428.0,True,2671.0,67.16319444444444,9632.081288714673,1.036643422712118,1
Ttf1,26301.0,True,1752.5,23.95138888888889,4948.359998064267,1.4612451844029775,6
St6galnac6,37295.0,True,2523.0,50.010416666666664,5855.72462979094,0.9547737250084661,2
Eng,5831.0,True,1356.5,1.4652777777777777,181.03711769260548,0.6274652603878511,2
Gtf3c5,160060.0,True,2561.0,84.48611111111111,22180.99632210608,1.285762599844956,5
Ralgds,195595.0,True,2196.0,87.17708333333333,21709.742051393725,1.2684489622057404,4
Kcnj3,16030.0,True,1894.0,27.5625,3885.3410278745646,1.0050743217059221,1
Nr4a2,2076198.0,True,1259.0,673.9756944444445,470129.4872120596,1.6735767220701794,6
Gpd2,151951.0,True,2090.0,130.79861111111111,28631.506339527677,1.3391184851018405,4
Olfm1,618478.0,True,1823.0,333.0520833333333,81240.83003048782,1.4024483688364062,5
Acvr1c,2010.0,True,2623.0,3.1493055555555554,372.40620160665895,1.0600031720168774,2
Acvr1,29771.0,True,920.0,31.07986111111111,9387.098129597367,1.4642566211362855,5
Upp2,19548.0,True,1605.0,20.21875,2962.4153963414633,0.9775013080367246,1
Fibcd1,27180.0,True,1032.0,19.93402777777778,6115.358001838947,1.6377398141122335,5
Abl1,62694.0,True,2023.0,27.302083333333332,4699.500762195123,1.1565348115910539,2
Fubp3,63695.0,True,1743.0,38.239583333333336,3757.7507621951218,1.2072889498887276,3
Crat,92016.0,True,2092.0,90.5625,15401.04137630662,1.1439666645078113,2
Usp20,161321.0,True,2480.0,178.04861111111111,50141.73978900502,1.277955844763006,5
Sh3glb2,362486.0,True,2166.0,291.78819444444446,44565.74940718156,0.8721639258367904,1
Zeb2,88866.0,True,378.0,24.274305555555557,4122.304285230352,2.015242575359127,6
Phf19,2524.0,True,1274.5,2.173611111111111,306.9383952768099,1.1733288854022448,2
Traf1,2026.0,True,2551.5,1.71875,193.31086672473867,1.0794692490337015,2
Gsn,82928.0,True,1029.0,22.10763888888889,4379.3577114789005,1.7252854801648014,6
Stom,12058.0,True,1400.0,6.100694444444445,834.5298949864499,1.451734716000783,5
Lhx6,17347.0,True,41.0,0.0,0.0,0.8205289550284629,1
Slc4a10,153287.0,True,2464.0,246.46527777777777,73692.31237901664,1.3839885575714845,5
Egfl7,19323.0,True,2506.0,38.49305555555556,2980.968592721641,0.8246812304483977,1
Agpat2,2394.0,True,1369.0,4.138888888888889,770.6356949283779,1.0230984958305835,2
Notch1,5634.0,True,1363.0,0.3090277777777778,11.545284068912117,1.229032837113964,3
Sec16a,120174.0,True,2513.0,88.43402777777777,17405.95382065428,1.3750481093301357,6
Nacc2,34806.0,True,2575.0,61.947916666666664,11691.547800522647,1.308328834929071,5
Traf2,33825.0,True,1962.0,31.13888888888889,7440.691444057297,1.4522250150927818,6
Abca2,232084.0,True,2647.0,294.96180555555554,87994.66404132792,1.2856752693841185,5
Dpp7,58323.0,True,2120.5,84.07291666666667,13611.956337108015,1.2340011973350509,4
Rbms1,98948.0,True,1914.0,36.9375,4841.0831881533095,1.1253026939390198,3
March7,186553.0,True,2043.0,120.80208333333333,31923.46243466899,1.1673325601674207,3
Ly75,5312.0,True,1377.0,0.8645833333333334,105.02341027874564,1.3697334390431644,5
Hnmt,45455.0,True,2428.0,111.19097222222223,27618.41984852884,1.1323576245430371,3
Wdsub1,29550.0,True,2113.0,43.298611111111114,6398.098674022453,1.1616650320084674,3
Galnt3,393.0,True,2155.0,0.0,0.0,0.7415623201119761,1
Nckap1,216034.0,True,2144.0,264.33680555555554,85330.18233401085,1.261511065737526,3
Frzb,3911.0,True,452.0,13.57638888888889,3514.9209736740227,0.5206398394696462,1
Dnajc10,277716.0,True,1915.0,292.77777777777777,80669.73441734418,1.3166166475135632,5
Itga4,3524.0,True,2072.0,2.3854166666666665,369.55476916376307,1.3308138397374454,5
Slc25a12,780549.0,True,2354.0,1239.8784722222222,649401.570545393,1.0289609323235953,1
Cybrd1,938.0,True,2162.0,2.0729166666666665,270.2281141114982,0.8614258372866005,1
Ssrp1,331836.0,True,2640.5,170.48611111111111,36630.33430120015,1.1062788600308735,2
Lrp2,1539.0,True,914.5,1.4791666666666667,226.82186411149826,1.1163445339669906,2
P2rx3,2757.0,True,2190.5,2.298611111111111,329.889614789005,1.1192362235885691,2
Clp1,32699.0,True,1487.0,30.694444444444443,4603.787843592721,1.401601390258121,4
Tfpi,5300.0,True,1757.0,4.444444444444445,1240.6728610143246,1.3684846069957282,5
Fastkd1,32373.0,True,2158.0,29.54513888888889,3605.168687088657,1.0424686313502336,2
Atf2,486298.0,True,2588.5,401.2638888888889,116379.13569492837,1.1118009074848059,2
Sp3,91514.0,True,1129.0,54.517361111111114,8793.34464527681,1.0284709551717095,1
Lpcat4,40643.0,True,1122.0,62.24305555555556,8420.247338366242,0.9262507681599631,1
Traf6,29485.0,True,1447.0,21.54861111111111,6348.959301200155,1.5454393586704447,6
Pax6,2137.0,True,532.0,0.6736111111111112,15.53072977158343,0.881030204234067,1
Prrg4,562.0,True,799.0,1.4861111111111112,243.7140921409214,0.8177043739507176,1
Cstf3,162917.0,True,2081.0,120.14930555555556,20326.85916327913,0.8823175557307726,1
Hipk3,36936.0,True,2772.5,51.260416666666664,6636.367486933798,1.2178960315750142,4
Nat10,55164.0,True,1502.5,49.22569444444444,11582.217177216415,1.3975546203592828,4
Cat,177893.0,True,1028.0,78.82638888888889,14362.088221060783,1.3314137848739953,3
Pamr1,61241.0,True,1439.5,89.17013888888889,38073.61206687959,1.711915160947914,6
Ttc17,94922.0,True,1982.0,74.625,16019.566202090591,1.446889268196624,6
Gatm,53731.0,True,1363.5,14.215277777777779,2708.371612466124,1.4160571829200677,4
Sema6d,319229.0,True,728.5,310.0416666666667,140040.09581881535,1.7501152945287348,6
Dut,93958.0,True,1757.0,66.77083333333333,6465.696428571428,0.7051523200317695,1
Fbn1,32767.0,True,701.0,62.142361111111114,24242.066770712347,1.6617365525346282,5
Fgf7,981.0,True,361.0,2.8125,639.3514808362369,0.849213849598233,1
Cd82,13309.0,True,2668.5,15.48263888888889,2581.5188613046844,1.2361668749257062,4
Tspan18,102922.0,True,505.0,33.079861111111114,9084.882101722802,1.810021751654386,5
Syt13,779126.0,True,2349.0,731.7881944444445,329949.88181136275,1.1992539396874613,2
Chst1,186120.0,True,2709.0,210.53125,55607.5599956446,1.2266520308250308,5
Wdr76,4031.0,True,1760.0,3.4305555555555554,285.52129307007357,0.8977377061121365,3
Harbi1,30356.0,True,1200.0,31.84722222222222,7348.750096786682,1.521311583453201,5
Atg13,253947.0,True,1819.0,317.7708333333333,79590.98562717772,1.053726009781572,1
Pacsin3,9825.0,True,1860.0,30.725694444444443,4140.9175256484705,1.094861167486114,1
Tubgcp4,68374.0,True,1436.0,49.66319444444444,7066.614389759968,1.0009841858659618,1
Ubr1,114037.0,True,1948.0,107.88194444444444,20789.8327042199,1.399453295636946,5
Snap25,1862176.0,True,2432.5,4499.3125,10864393.902003486,1.2113858566087894,4
Cdan1,21013.0,True,2123.0,20.163194444444443,2491.5168287843594,0.9417383229780086,1
Haus2,89781.0,True,2442.0,75.80902777777777,17414.168977448702,1.2095022829777375,3
Zfp106,175263.0,True,2050.0,222.38541666666666,42903.248148954706,1.1422124135872813,2
Ltk,6625.0,True,2417.0,12.07638888888889,2093.548151374371,1.0624114972198597,3
Tyro3,43997.0,True,2512.0,34.62847222222222,6748.61758372048,1.1059392329846376,3
Ubox5,46874.0,True,1691.0,53.44097222222222,14547.717757936505,1.4514355284754241,6
Atrn,472610.0,True,1771.0,434.1423611111111,160628.5406383082,1.4856721952363612,5
Dll4,8774.0,True,1385.0,5.21875,1305.432817944251,1.6009926959494611,5
Adam33,6314.0,True,494.0,20.28125,5543.296929442509,1.1291841371863665,1
Rpusd2,12367.0,True,2572.0,8.190972222222221,1277.4999879016648,1.2475750710894433,3
Cdc25b,42839.0,True,2356.0,26.34722222222222,4552.980061943477,1.341729219018724,5
Ivd,114886.0,True,2248.0,188.11111111111111,34973.917924893525,1.1702112175203434,3
Rassf2,33152.0,True,839.0,3.829861111111111,532.8942968447541,1.8152994715106399,6
Slc23a2,206723.0,True,1937.0,331.625,128217.19686411148,1.4302115392234205,5
Gpcpd1,197282.0,True,2491.0,135.51736111111111,31785.65126548587,1.2968108363651039,5
Rasgrp1,52970.0,True,1212.5,158.76736111111111,126901.58680555555,1.8373755706006314,4
Chgb,1134835.0,True,443.0,836.6388888888889,1040510.2349980643,2.3552376793089125,6
Spred1,35272.0,True,2517.0,54.63194444444444,7520.323993418506,1.0794500199583341,2
Usp8,112757.0,True,2095.0,185.00347222222223,54464.14284504452,1.2332910136697877,4
Trpm7,84334.0,True,1511.0,82.57986111111111,12066.174784649631,1.2973578932369978,4
Mrps5,107400.0,True,1632.0,76.02430555555556,8479.013344463801,0.8929971902860122,1
Nphp1,48670.0,True,2217.0,30.850694444444443,3761.0473165892377,1.1625587768326575,2
Bcl2l11,14852.0,True,1837.5,8.503472222222221,3005.1080018389466,1.5389424592841376,6
Fbln7,5201.0,True,1589.0,1.46875,201.22550087108013,1.3962184920884722,5
Zc3h8,37509.0,True,1714.5,24.27777777777778,2625.4905149051488,1.1044535716007948,2
Polr1b,50523.0,True,1119.0,31.78472222222222,5075.242692605497,1.4028683832381272,5
Pdyn,19621.0,True,1027.0,4.017361111111111,694.4003944057297,1.6627517984092055,5
Tgm6,785.0,True,1665.0,0.7534722222222222,48.38152100271002,1.0572011977968614,1
Cpxm1,20305.0,True,1777.0,5.375,1070.939024390244,1.3714394091956095,5
Vps16,212459.0,True,2749.0,155.85763888888889,40488.52670102594,1.2701553286874032,5
Pcsk2,495623.0,True,1044.5,605.1597222222222,263786.36464382504,1.6377918413640113,6
Bfsp1,7972.0,True,2183.0,4.239583333333333,843.4092987804877,1.296316955728242,4
Polr3f,87530.0,True,1298.0,63.75,15573.874564459928,1.6561411848003125,6
Gzf1,58024.0,True,1244.0,83.70833333333333,21477.73344947735,1.6878260450379479,6
Cst3,666686.0,True,187.0,1044.0902777777778,1451988.2148180408,1.032920470021385,1
Acss1,5933.0,True,972.5,2.2152777777777777,367.0406020131629,1.5344853033263177,6
Gins1,11301.0,True,2449.0,2.53125,223.87358449477352,0.8665972911816242,1
Fam110a,118146.0,True,1157.0,33.19097222222222,4810.2316952187375,1.1911945846993148,2
Kif3b,89960.0,True,1240.5,51.3125,13224.11106271777,1.3969582923369845,4
Dnmt3b,2796.0,True,2113.0,1.0138888888888888,137.9231513743709,1.2140317746748892,3
E2f1,3320.0,True,556.0,0.8645833333333334,56.30564024390243,1.1395832165503925,1
Aurka,6887.0,True,2179.0,2.4479166666666665,278.554769163763,1.179578532554707,3
Rbm38,17611.0,True,1889.0,2.8541666666666665,158.64764808362366,0.802369318206579,1
Zdbf2,138201.0,True,1235.0,110.90972222222223,20778.068476577624,1.5249909841039369,5
Impa1,183461.0,True,2589.0,162.22222222222223,32040.10375532327,1.0383549727918853,2
Car3,6296.0,True,2716.5,0.027777777777777776,0.027100271002710025,1.2442713788600532,4
Dok5,127121.0,True,2449.5,101.61805555555556,16763.57486449864,1.1649774824828634,2
Car2,6923.0,True,2462.0,3.9131944444444446,271.9889542198993,1.1617248645361273,3
Ntsr1,90242.0,True,863.5,182.13541666666666,160579.21156358885,1.8418886962025665,4
Col9a3,43460.0,True,1204.0,1.9583333333333333,194.5348432055749,1.799447376011294,5
Chrna4,433034.0,True,161.0,438.3020833333333,368235.9328179443,2.4420049644591706,6
Zgpat,268610.0,True,951.0,146.02430555555554,27018.51857094464,1.1103210525061429,1
Zbtb46,91993.0,True,1541.0,36.142361111111114,9337.376875241967,1.4594704093287223,6
Pcmtd2,97145.0,True,875.0,133.64930555555554,25541.420138888894,1.300634382659301,3
Raly,114160.0,True,2309.0,66.73611111111111,8756.32733255904,0.9431056793270182,1
Itch,78178.0,True,2452.0,78.82638888888889,18272.39484126984,1.1489279366471696,3
Ggt7,251952.0,True,2342.0,184.65277777777777,38132.08110723965,1.2583116799757377,5
Hps3,34685.0,True,772.0,31.163194444444443,7412.269442024777,1.485778191961029,4
Nfs1,78486.0,True,877.0,142.09375,27510.872713414636,1.022073614193187,1
Samhd1,13955.0,True,2753.5,11.243055555555555,1581.1532617111884,1.0806552996151115,2
Rbl1,11139.0,True,2613.0,5.215277777777778,702.9151664730933,1.1939349237200523,3
Ctnnbl1,144576.0,True,2285.0,79.59722222222223,13450.527100271003,1.1813236065490125,3
Tti1,76972.0,True,2160.0,50.87847222222222,7776.267409504451,1.384925118909533,5
Rprd1b,115973.0,True,2489.5,121.86805555555556,23617.515631049173,1.1357821220286757,2
Zmat3,54311.0,True,2417.0,81.82291666666667,11191.944141986063,0.9528227765105446,1
Gnb4,253879.0,True,1849.0,129.29166666666666,35567.86585365854,1.4390494891139538,5
Pld1,13967.0,True,1734.5,16.788194444444443,3518.857421118854,1.5104898858149365,6
Nceh1,124639.0,True,2739.0,294.9583333333333,95679.40592334495,1.4524105310121975,5
Ect2,4568.0,True,2635.0,0.6944444444444444,57.32094463801781,1.290987411691421,5
Mccc1,46326.0,True,1306.0,51.78472222222222,12635.361159504453,1.2393957939758289,3
Acad9,115915.0,True,1085.5,96.55555555555556,17606.387146728608,1.184039093741929,2
Anxa5,140707.0,True,905.0,378.89930555555554,187082.28599254746,1.6300308880810233,5
Exosc9,124646.0,True,447.0,102.76388888888889,12629.64440572977,0.951121883143856,1
Ccna2,5607.0,True,2268.0,2.9930555555555554,319.23340108401084,1.1837249415662103,3
Trpc3,5058.0,True,1755.0,2.298611111111111,234.63525938830813,1.2867441327948208,3
Trpc4,25521.0,True,909.0,46.361111111111114,14392.113046844752,1.530253485634787,4
Postn,26312.0,True,57.0,37.24305555555556,81289.36928958574,2.308530574088486,5
Dhx36,81180.0,True,2545.5,93.70833333333333,24446.12369337979,1.1486135194867102,4
Gfm1,79038.0,True,2237.0,106.40277777777777,20237.46089818041,1.3757683651668324,5
Mfsd1,87886.0,True,1907.0,79.76388888888889,13192.250677506776,1.3856515540964687,5
Ift80,34037.0,True,2560.0,54.885416666666664,11105.26557055749,1.4151887980637643,5
Kpna4,81603.0,True,357.0,68.29513888888889,11736.146039005032,1.1319150291201348,1
Ppm1l,106911.0,True,2217.0,113.5,34372.37630662021,1.4152695142214398,5
Ccna1,850.0,True,2750.0,1.3715277777777777,252.93814121176925,0.8115461342883866,2
