GeneID	n_counts	n_counts_uniq	cdr	intercept	sigma	neuro_ceoff	neuro_ELBO_gain	neuro_pval	neuro_FDR
Ndufa7_2	275518	75086	1.000e+00	2.877e+00	7.226e-01	-8.937e-04	3.594e-01	3.966e-01	5.477e-01
Ndufaf3_1	34157	9517	9.590e-01	4.064e+00	1.803e+00	-5.261e-03	3.480e+00	8.331e-03	2.818e-02
Ndufaf6_2	13263	3149	9.262e-01	1.338e+00	1.213e+00	7.178e-04	-1.055e+00	1.000e+00	1.000e+00
Ndufaf7_5	21781	8781	9.426e-01	3.681e+00	1.930e+00	8.453e-03	3.240e+00	1.091e-02	3.515e-02
Ndufs1_7	17003	6033	9.652e-01	5.190e-01	1.095e+00	-1.515e-03	7.324e-01	2.262e-01	3.649e-01
Ndufs1_8	12566	1596	9.611e-01	-4.376e+00	1.933e+00	-1.750e-03	7.656e-01	2.159e-01	3.536e-01
Ndufs1_13	12800	5180	9.611e-01	8.772e-01	1.303e+00	-8.137e-04	-3.740e-01	1.000e+00	1.000e+00
Ndufs4_3	155982	51722	9.980e-01	4.823e+00	1.527e+00	1.075e-03	8.125e-01	2.024e-01	3.362e-01
Ndufs7_4	85204	25798	9.980e-01	2.819e+00	1.196e+00	1.914e-03	2.816e+00	1.763e-02	5.148e-02
Ndufv3_1	208362	39710	1.000e+00	-3.896e+00	1.778e+00	-1.219e-03	1.625e+00	7.142e-02	1.536e-01
Necap2_1	5866	208	8.361e-01	-4.603e+00	3.873e+00	-9.382e-03	3.586e-01	3.970e-01	5.477e-01
Necap2_2	8874	1144	8.586e-01	-4.787e+00	2.559e+00	1.104e-02	4.186e+00	3.812e-03	1.453e-02
Neil1_3	1571	468	4.283e-01	3.584e+00	1.867e+00	2.409e-03	2.676e-01	4.644e-01	6.143e-01
Nek1_2	1515	260	3.873e-01	-5.010e+00	3.780e+00	-8.091e-03	-4.703e-01	1.000e+00	1.000e+00
Nek1_4	1186	330	3.689e-01	-7.828e+00	4.140e+00	4.948e-02	1.978e+01	3.171e-10	5.089e-09
Nek4_3	3344	570	5.225e-01	1.627e+00	3.384e+00	-8.212e-03	8.447e-01	1.937e-01	3.260e-01
Nemf_5	20539	7858	9.570e-01	5.812e+00	1.493e+00	-8.803e-03	3.011e+00	1.413e-02	4.286e-02
Neo1_4	1652	218	4.631e-01	-3.618e+00	2.199e+00	1.996e-02	6.399e+00	3.468e-04	1.743e-03
Neo1_5	3802	1230	5.594e-01	4.684e+00	2.536e+00	-7.688e-03	6.973e-01	2.376e-01	3.806e-01
Nexn_2	1189	232	1.885e-01	1.985e+00	4.408e+00	-2.113e-03	-6.594e-01	1.000e+00	1.000e+00
Nexn_4	1257	602	1.783e-01	-4.951e+00	3.253e+00	2.166e-02	2.858e+00	1.682e-02	4.966e-02
Nf2_1	51289	1008	9.734e-01	3.857e+00	2.646e+00	-3.501e-02	3.189e+01	1.388e-15	4.904e-14
Nf2_4	5284	1964	7.684e-01	2.520e+00	1.548e+00	9.796e-04	4.915e-01	3.215e-01	4.755e-01
Nf2_7	7879	4087	8.053e-01	2.603e+00	1.521e+00	3.728e-03	1.134e+00	1.321e-01	2.453e-01
Nfasc_4	413	71	1.414e-01	-2.445e+00	3.969e+00	-1.569e-02	3.229e-01	4.216e-01	5.724e-01
Nfasc_6	460	169	1.496e-01	3.410e+00	1.136e+00	-3.237e-03	-9.695e-02	1.000e+00	1.000e+00
Nfib_1	14010	107	5.881e-01	-1.958e+00	3.092e+00	-7.684e-03	7.567e-01	2.186e-01	3.563e-01
Nfib_3	13750	101	5.779e-01	-1.215e+00	4.098e+00	-1.151e-02	1.090e+00	1.398e-01	2.555e-01
Nfib_5	14021	118	5.881e-01	-1.722e+00	3.729e+00	-1.040e-02	6.685e-01	2.476e-01	3.916e-01
Nfic_1	12984	680	7.172e-01	3.052e+00	2.642e+00	-1.205e-02	2.395e+00	2.864e-02	7.566e-02
Nfkb1_1	10344	1503	7.049e-01	5.149e+00	3.164e+00	-2.917e-02	1.031e+01	5.592e-06	4.635e-05
Nfs1_1	11125	5756	8.975e-01	5.266e+00	1.482e+00	-8.094e-03	2.274e+00	3.294e-02	8.441e-02
Nfya_2	1586	230	4.857e-01	-1.749e+00	2.416e+00	6.876e-03	3.403e-01	4.094e-01	5.595e-01
Nfya_3	1609	253	4.857e-01	-1.824e+00	2.584e+00	9.623e-03	1.728e+00	6.301e-02	1.401e-01
Nfyb_1	45262	15966	9.508e-01	5.002e+00	1.543e+00	2.563e-03	5.859e-02	7.321e-01	8.944e-01
Nhej1_1	10613	2027	7.111e-01	5.373e+00	2.296e+00	-1.327e-02	1.481e+00	8.520e-02	1.771e-01
Nhlrc3_1	1046	385	2.480e-01	3.326e+00	3.247e+00	6.305e-03	-1.691e-02	1.000e+00	1.000e+00
Nhsl1_1	5348	143	4.447e-01	-1.090e+00	4.168e+00	8.488e-03	4.182e-01	3.605e-01	5.110e-01
Nipa2_2	8273	756	8.934e-01	-4.842e+00	2.590e+00	-6.074e-03	9.534e-01	1.673e-01	2.937e-01
Nipa2_3	7944	2059	8.955e-01	1.424e+00	1.680e+00	3.004e-03	6.230e-01	2.643e-01	4.117e-01
Nipa2_6	12611	2517	9.303e-01	1.296e+00	1.626e+00	1.888e-03	-2.783e-01	1.000e+00	1.000e+00
Nipsnap3b_2	24551	12887	9.365e-01	5.446e+00	1.167e+00	9.141e-03	2.334e+00	3.073e-02	8.056e-02
Nit1_1	21358	4384	9.139e-01	5.883e+00	1.539e+00	-4.109e-03	5.371e-01	3.000e-01	4.494e-01
Nkain4_1	5622	1513	3.770e-01	3.814e+00	2.457e+00	-7.034e-03	1.047e+00	1.479e-01	2.647e-01
Nkain4_2	5166	1057	3.770e-01	3.570e+00	2.005e+00	2.384e-03	6.787e-02	7.126e-01	8.736e-01
Nkain4_4	4112	2221	3.586e-01	4.825e+00	2.725e+00	-2.394e-03	-1.729e-01	1.000e+00	1.000e+00
Nkain4_5	5097	1545	3.955e-01	9.000e+00	3.273e+00	-4.484e-02	3.044e+01	6.043e-15	1.770e-13
Nkd2_1	730	157	1.824e-01	1.530e+00	1.661e+00	1.177e-02	3.514e-01	4.018e-01	5.514e-01
Nkiras1_nmdSE_1	8418	1480	7.172e-01	-2.599e+00	2.773e+00	-1.189e-02	5.529e+00	8.832e-04	3.971e-03
Nkiras1_3	1892	609	5.779e-01	2.262e+00	2.439e+00	1.157e-02	4.152e+00	3.955e-03	1.502e-02
Nkiras1_5	7066	806	7.090e-01	-1.962e+00	3.169e+00	-1.406e-02	5.888e+00	5.999e-04	2.834e-03
Nktr_3	3819	2195	7.172e-01	4.104e+00	2.175e+00	-1.549e-03	5.127e-02	7.488e-01	9.115e-01
Nktr_nmdSE_1	2208	419	6.844e-01	-3.315e+00	2.287e+00	1.383e-02	5.258e+00	1.183e-03	5.204e-03
Nktr_nmdSE_2	1996	562	6.783e-01	-5.286e+00	1.951e+00	1.205e-02	4.632e+00	2.337e-03	9.622e-03
Nme3_1	49419	13317	9.775e-01	6.548e+00	1.633e+00	-5.223e-03	8.535e-01	1.914e-01	3.237e-01
Nme5_nmdSE_1	909	270	1.127e-01	3.013e+00	5.649e+00	-4.354e-02	2.805e+00	1.787e-02	5.199e-02
Nme6_6	20938	3121	9.631e-01	2.196e+00	1.172e+00	-6.387e-03	3.600e+00	7.294e-03	2.526e-02
Nme6_10	30164	12414	9.652e-01	3.377e+00	1.422e+00	-6.986e-03	6.469e+00	3.221e-04	1.626e-03
Nme6_11	31848	5780	9.652e-01	4.241e+00	1.351e+00	-1.105e-02	1.040e+01	5.107e-06	4.290e-05
Nme7_1	16665	4618	9.057e-01	4.404e+00	1.723e+00	-9.802e-04	-2.061e-01	1.000e+00	1.000e+00
Nme7_2	15668	3621	9.057e-01	3.606e+00	1.571e+00	-1.836e-03	4.004e-02	7.772e-01	9.405e-01
Nmi_2	858	288	2.500e-01	1.262e+00	2.065e+00	-5.542e-03	1.798e-01	5.487e-01	6.927e-01
Nmi_3	738	174	2.480e-01	2.001e+00	1.920e+00	2.677e-02	2.012e+00	4.488e-02	1.075e-01
Nmrk1_nmdSE_1	1941	548	4.693e-01	-5.781e+00	4.098e+00	-6.728e-03	8.275e-01	1.983e-01	3.332e-01
Nmt2_2	7438	888	9.426e-01	2.659e+00	1.781e+00	-8.773e-03	2.292e+00	3.227e-02	8.311e-02
Nnat_2	295825	7442	6.352e-01	6.543e-01	3.961e-01	-8.654e-03	2.883e+01	3.122e-14	8.420e-13
Nnat_3	302505	14122	6.352e-01	1.016e+00	7.358e-01	-8.731e-03	1.838e+01	1.332e-09	1.923e-08
Nnat_4	283799	15516	6.291e-01	5.619e+00	1.977e+00	-2.692e-02	1.966e+01	3.582e-10	5.564e-09
Nnat_5	293544	5161	6.373e-01	-3.054e+00	1.362e+00	-1.910e-03	9.180e-01	1.754e-01	3.027e-01
Nnat_6	308245	19862	6.352e-01	2.068e+00	9.590e-01	-1.161e-02	2.065e+01	1.308e-10	2.272e-09
Nnat_7	278058	9775	6.291e-01	1.830e+00	1.179e+00	-1.118e-02	1.293e+01	3.672e-07	3.841e-06
Nol12_1	17320	307	9.816e-01	-5.074e+00	2.734e+00	-4.054e-03	1.511e-01	5.825e-01	7.317e-01
Nol9_3	5204	1777	7.684e-01	4.209e+00	1.099e+00	-4.170e-03	5.906e-01	2.771e-01	4.259e-01
Nop56_nmdSE_2	156413	13132	9.980e-01	-2.418e+00	1.073e+00	3.650e-05	-9.727e-01	1.000e+00	1.000e+00
Nop58_6	40986	10095	9.877e-01	-2.112e+00	9.825e-01	-4.830e-03	7.754e+00	8.216e-05	5.061e-04
Nop58_nmdSE_1	41771	10880	9.877e-01	-2.168e+00	1.013e+00	-5.609e-03	1.146e+01	1.694e-06	1.542e-05
Nova1_1	10334	132	4.672e-01	-8.861e-02	3.260e+00	8.764e-03	1.908e-01	5.368e-01	6.806e-01
