X_scVI1,X_scVI2,X_scVI3,X_scVI4,X_scVI5,X_umap1,X_umap2,X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_pca31,X_pca32,X_pca33,X_pca34,X_pca35,X_pca36,X_pca37,X_pca38,X_pca39,X_pca40,X_pca41,X_pca42,X_pca43,X_pca44,X_pca45,X_pca46,X_pca47,X_pca48,X_pca49,X_pca50
-1.741133,-0.24868648,-1.4684546,0.30870193,0.73450184,4.308592,4.551417,2.8492923,-2.9826577,0.36603144,-1.36139,1.1104411,-2.1372716,-0.80625737,3.1716132,0.06519078,-1.5900048,-2.4027185,-0.25061876,-1.3282224,0.6330389,1.4270018,-0.7494418,-1.2321115,-0.15160568,0.11093677,1.1147947,1.5495138,-1.0496793,-1.8339419,3.4004095,-1.0982049,-3.9046502,-0.58450496,0.5097138,-0.697137,-0.65311414,1.2879236,0.31874534,-0.0030442167,0.4780161,0.2866194,-0.31575096,-0.18414336,-1.6785363,0.26723439,-0.17350715,1.8142836,0.71845734,0.40694454,-0.4507785,0.52154374,-0.5640696,-1.9839723,-2.2036169,0.77960956,-0.25541157
-0.47059947,-0.054935396,-2.5691946,0.81789553,-1.66947,2.3746557,3.336265,5.96854,-3.307718,-1.8561559,-0.12639025,-2.1287656,-1.1565391,1.2219964,1.069793,2.6915882,0.16443676,1.0600451,1.7587839,-1.5989726,-0.9503276,0.21935554,0.3642585,-0.0871603,0.41163367,-0.097199254,0.31752303,1.1888136,-1.8284773,-2.1311815,1.0175558,0.79881555,1.9161328,0.5081545,1.144626,-1.4481552,1.7687567,-0.50362265,0.3028295,-0.840197,-0.7174469,-1.8951799,-0.04865568,0.8388993,1.3598568,-2.31173,0.20368072,-0.10218765,0.4165294,0.511053,1.0514807,1.0299338,0.38506356,0.16656998,-0.63314384,-0.88263375,-1.9960012
-0.7489692,-0.050195426,-1.7659843,-1.157955,-0.55883485,5.6448126,1.6664443,2.6233203,-3.4749265,-1.1675168,-0.947316,-0.8509407,-0.25046396,-0.64553595,-0.37538293,0.09660897,-0.14090326,0.69906336,-2.0383961,-1.2789992,-1.6330935,-0.7417266,-0.94385254,-1.1946439,0.18128861,-0.124037385,1.2948582,-0.8076209,-2.078721,2.504493,0.8979828,-0.48159966,-0.48001578,-0.17936598,0.9971584,-0.21238351,1.3306838,-0.9107192,-1.2220558,-0.87389714,-1.008888,1.2861199,-1.1549339,-0.020139938,0.24819766,2.8971314,-1.090091,1.1482177,-0.42789868,1.3794143,0.26653498,1.2750291,0.32711872,-0.093297526,0.048174974,0.14727134,1.2162136
-0.7567764,2.3529603,-2.2435973,0.60280555,0.39159995,2.8407416,2.7509084,2.2052305,-3.6049411,1.0109653,-2.6519141,0.37343267,-0.28510678,1.3990651,0.38691047,-0.48919085,-0.81636226,-0.45418248,-1.1679715,1.0496051,-2.2907689,0.37799877,-0.9196379,1.3096058,-0.728889,2.7890928,-1.3651564,1.4446646,-2.3023324,-2.8153894,1.5440238,-1.9189799,-1.0507319,2.277496,-1.0847665,-0.62252724,2.825557,1.2722539,1.6694771,1.1069171,0.4684007,-1.8197833,-0.94138837,0.31636736,0.5818818,0.28255352,-1.6946688,-0.053932056,1.8661594,-1.8431779,-2.1110768,0.11531427,2.7528288,-0.66176325,0.20955126,-0.49598974,-0.7240349
-1.9365876,0.38512668,-1.9084675,-0.26898748,0.6354037,3.9842796,4.0380816,2.8569071,-2.701273,1.9061556,-2.5883296,-2.0255957,-1.7211058,-1.3145678,0.6269672,0.22123784,-0.064804554,-0.9608454,0.22894515,0.089914046,-1.4051222,1.7651572,0.40961567,-1.2573675,-1.3995093,-1.1329572,-0.6216508,-0.47415623,-1.7402315,-1.4014072,0.2895326,1.1887659,1.0949866,0.6747655,-1.1690785,-0.6593756,-0.55031234,-0.6780462,-2.193731,0.18404894,-0.20060667,1.6522648,0.028543783,0.43641648,-1.5537292,3.855771,-1.5633322,0.8151006,1.7986312,0.11853903,-0.9219056,0.27481866,0.6838251,-1.6637241,1.1275302,-0.48512197,0.8634465
-1.9976873,0.73447263,-2.0378993,0.6751208,1.3411912,3.4295652,4.26907,2.4291878,-2.789825,1.7463051,-1.8519746,-1.2430241,-2.4548233,-2.3757493,-0.62231517,1.2794598,-0.25259155,-0.60060805,-0.22903743,0.14674188,-1.9550979,2.4185643,0.9185401,0.6206231,-0.18415876,0.61994696,-1.564763,0.7430947,0.4166332,-1.405551,-1.5992519,-1.4592109,1.989273,-0.8830892,0.37811443,-0.3584075,0.7140699,0.589024,-2.619717,-2.9545615,0.78277963,0.7285457,-1.0376109,0.7248293,-1.7350883,1.7551969,-0.6822098,-1.7109948,-0.076192975,0.49868807,1.0662185,0.9152336,-2.1108012,-0.27747336,2.4781878,-1.4796423,0.49505743
2.3300831,3.601817,-6.8836527,-1.192381,-0.47671252,1.5759878,0.24268296,3.3913722,-5.7713733,-1.8488615,-1.3430245,-0.6393481,0.68454915,1.4206048,0.34210223,-0.0934254,0.4185025,0.6500167,-0.2872087,-1.0558746,-0.86810875,1.6392796,0.10292344,-0.13238578,-0.22544682,-0.67362636,0.9127046,-1.1300653,2.0555363,-2.1754937,0.28445283,2.4999437,2.0664783,-3.0300057,-1.3850738,-0.009414384,0.12574664,0.12641953,2.7808044,0.67531484,-2.7611494,0.62015307,-0.13285068,1.0211964,0.78729177,1.1831857,-1.9849278,1.2163639,1.732686,0.40191966,-0.2710925,-0.68252397,-0.77207655,-0.6634321,2.0159135,0.79082364,-0.06873919
-2.282375,1.0621208,-1.0284269,0.28365767,1.5141795,4.3379903,4.014177,1.8850948,-3.3478458,1.873198,-2.667713,-1.095623,-2.4523075,-0.22068612,0.94004154,2.024911,-0.3076181,-1.5381603,1.5339584,-2.4090936,-1.0619963,1.1786743,-0.32092363,-1.3318698,0.39202148,0.9118399,0.93585443,-1.8657026,-0.11949181,1.2226863,0.020638885,1.0738933,-0.3918892,1.0770248,-0.7639504,2.4288223,-0.18366848,0.97015995,-0.486271,0.48994055,0.43274134,-0.5772689,0.3643042,-1.3672076,-1.3043623,-1.9516269,-0.857502,-2.2356296,-0.29431883,0.86156505,-1.6634332,0.9541971,-0.06934301,0.5040684,0.9978696,0.6266623,1.0232564
-1.6969259,-0.48323697,0.33745813,0.19202803,1.0665399,6.2499266,4.9330883,1.8059238,-0.030670928,2.4625797,-1.5443422,-1.4765998,-2.9220924,0.45167258,-0.60816485,0.71447164,-1.7867951,-1.9589157,0.46158257,-1.6463664,-1.5693744,1.7857442,-0.6615709,-0.123844035,-1.2746094,0.19353467,-3.102033,0.75683504,-1.7232553,-0.36009887,-0.8391127,-0.006737421,-1.2825387,0.8305201,-0.8546842,2.0242677,1.4489574,-1.0634629,-0.47876653,2.721521,-0.85616,1.9303855,1.6821909,0.2220125,0.34712386,-1.2200758,-0.19059873,-0.36862588,-0.23898079,1.6091799,-1.3436731,-1.4904662,0.11046589,0.0351676,-0.6764414,0.34161806,0.98449165
-1.3591377,0.42805108,-1.34723,-0.06529805,0.38134795,4.056391,3.808569,3.0769036,-1.3256043,2.8514268,-1.3667709,-0.61945814,-3.134518,0.17834343,-1.1121448,0.95156544,0.23403426,0.2266346,1.4858993,1.2662915,-1.511434,0.73683965,-0.48337016,0.0148316575,0.4938416,0.6221956,-0.71835345,2.4007893,-0.7901429,-2.2661793,-1.0169023,-1.0956082,-0.17887722,0.7860803,-0.63269395,-0.9892321,1.3365673,-0.7962879,-1.2484919,0.47632688,0.31580395,0.6557734,0.67955136,1.3851473,-0.3902381,0.3195168,-0.98521173,-2.0250342,-1.1687928,-0.08599225,0.31176195,-1.1192888,0.22646491,-0.6772888,-0.5508938,-0.8387568,-1.4873114
-1.7817166,0.9857676,-0.5856778,-0.17757745,-0.5165401,5.250953,3.212102,0.39435598,-1.2105154,0.07918539,-0.31193575,-2.483674,-2.1095595,0.80622035,-1.5275013,1.1966543,-1.725954,-1.5194252,1.8320155,0.017038098,1.5985938,0.9078799,-0.42583075,-2.952133,-1.1369604,0.002087102,0.67629623,-1.7618195,0.27998474,-1.7969801,0.1323866,-0.90989405,-1.3238857,-0.053500563,-1.4854556,-0.12573385,-1.5210359,-0.6865577,1.1789877,2.1131935,1.7322438,1.4390774,-1.3089894,0.36400113,-0.13256851,-0.93521166,-0.91366255,-2.1208782,-0.8888832,1.0278606,0.01904591,0.108711116,2.2683282,2.6730595,-0.68265176,-0.8382066,0.699877
-0.55907863,2.913442,-1.3483078,2.0759437,-1.9669062,4.2843313,1.1882348,4.870523,-4.1563373,0.6468204,-0.37567708,-2.1924374,-1.1484942,1.5407103,0.7643808,4.260325,0.36726984,-0.04045328,-1.5124727,1.0372533,2.1627302,0.6699174,0.18426092,0.51724577,1.4109133,1.534388,-0.9564214,0.8895081,-0.59166527,-2.637532,-2.913877,2.432121,1.2739952,-1.0940707,0.10301125,1.5158217,-1.9168651,2.5907984,0.0095965145,-1.4324065,-0.3200701,1.3137008,2.2322495,-0.98088974,2.0234501,0.5503345,0.33483154,0.6489243,1.6175607,-2.8675225,-0.42467263,2.9963298,1.3647163,-0.70837307,-0.038458258,0.6074617,0.48482028
-0.6017821,0.16716537,-0.76587254,-1.5526772,2.446159,4.734562,2.932438,0.8188687,-4.0040264,4.229629,1.5964688,3.5150988,-0.23392332,2.8392818,0.123873465,-3.0946026,0.51717335,1.2767049,1.263696,-2.4256372,0.685955,-0.8616356,-2.287523,1.3381411,0.43834707,0.477717,-0.47162107,-0.9207178,0.32642472,-2.661798,0.7115522,0.7166515,0.20407857,0.66639763,-0.38604677,-0.0768667,1.9476596,1.135561,-0.16058236,-2.0162096,-1.3981863,-0.21839273,2.9330194,-0.44593117,-2.086401,1.2250365,-1.4354556,-0.22921826,0.9878833,0.8339784,0.33991978,0.06460339,1.1907594,1.05112,0.6742256,-1.2648833,1.4985479
-2.4494228,2.1853855,-1.2101705,-0.6323242,0.23272781,4.260646,3.409918,0.8504256,-2.963615,1.6835577,-1.6674293,0.47652307,1.1308662,-1.4428588,1.3848389,1.5571662,-2.5964222,-1.8419764,0.29503438,-1.0487459,-0.04228003,0.063206635,0.059573177,-3.5663717,-3.3045235,0.2741324,1.1537962,0.38333464,-2.3899264,-0.8560645,0.33420342,1.1502016,2.8105268,2.1410263,-0.5869137,1.26242,2.078979,0.46372476,1.0842196,-1.5772634,-1.2450764,0.5459779,-1.0025876,0.5999413,-1.1044557,0.96338075,-1.2186987,1.1000047,-1.3859491,0.033357155,1.406622,1.1645285,-0.508724,-1.5306442,-1.306782,2.1872256,-0.44632626
-1.8929996,1.1938249,-2.2722735,-0.679234,0.88984346,3.0967577,3.3344414,1.360641,-2.5352397,4.195986,-2.047071,-1.0610411,-1.94226,-1.0512155,-0.7292224,1.3107365,-0.67707735,-2.3953874,1.0072379,-0.51320994,0.91827387,-0.17549753,-0.1454319,0.5405563,-0.19684388,0.9145079,-0.2709486,1.3792061,-0.18747991,0.9280433,0.22853187,1.0059247,-0.4495476,0.034507126,1.0655088,0.77020615,0.569255,-0.9894502,0.04813815,0.562386,-0.54623646,-1.6706882,1.1052545,-0.29771873,-1.4567869,-0.43738276,0.6547894,-0.15385862,0.46500367,-2.05579,-1.0153495,0.09993931,-0.3404771,-1.0910647,2.4146712,0.13001691,-0.4883374
-1.0411646,1.0014654,-0.2595132,-0.60181296,0.5336963,5.293384,3.1554391,0.98890316,-1.7078838,1.853811,-2.8505528,0.15335989,-1.2545183,-0.46505252,0.4199752,1.859695,-0.8922257,-1.849778,2.806838,-0.08982187,-0.4446823,1.9629747,-1.9724423,0.17422912,0.44220838,-0.22841832,-0.16862336,0.64978814,1.1332543,-0.8749622,0.98468727,1.2235568,-1.0206218,-1.1127092,-1.3852556,-2.3825464,0.5767032,-0.5336031,-0.27743423,1.1621635,-0.110010706,0.7911163,0.44626606,-1.9991486,-2.5632837,-1.3483735,0.20657666,-1.0574919,-0.32761633,-0.8912629,-0.87841815,-1.9908394,0.22673588,-0.08378793,0.8474721,-0.48041227,-1.0324464
1.235619,-0.3685516,0.022197127,-1.4857227,-0.46653783,7.5624304,0.5852805,-4.7105756,2.0185733,-1.3952115,3.1538026,3.7269428,-2.0428908,1.9335479,0.71717244,1.8290623,-1.7699386,0.73236287,1.7608143,1.9904493,-0.34280977,0.42874438,0.2853628,1.6553853,1.0431657,0.4279552,-0.5883225,-0.03727938,0.9956594,-1.812243,0.81239164,-0.3367144,-0.8373636,0.72230375,1.0894185,-0.7772577,-0.7353804,-0.9106551,-0.8777123,0.6588378,-0.18508647,0.561757,-0.16996965,0.60947704,0.74785024,-1.2649002,-1.4285973,1.0071551,-1.1384372,-1.0796432,-0.4714116,-0.7700853,0.4418865,-1.2144407,1.2791888,-0.35610187,-0.14557749
-0.053496867,0.012052387,0.44116926,-0.0012533218,0.3409636,7.052557,3.0100226,-1.1501985,-0.89476925,-0.52774316,2.7490819,1.4265591,-0.30367818,0.48644003,0.9365705,1.7083222,-3.3839176,0.6155709,1.6294585,0.16465645,-0.042848412,-0.45389244,-3.010428,-0.57362354,0.21063861,0.6294544,-0.5527545,-0.62433887,1.140101,-0.030554593,1.602051,-0.7417147,-0.8536249,-0.82198215,-0.9507756,-2.525307,-2.38022,-0.6886644,-1.2874664,2.0615916,-0.61308944,0.8973398,0.15809669,-0.64073396,-0.75465995,-0.016074352,0.20133232,-2.598729,0.6772433,0.31732592,1.4330063,0.8001884,-1.0112507,1.0178183,-0.5171872,-0.1450133,0.25776267
0.7685581,1.0410649,-0.47720653,-1.7795616,-1.1856388,5.585789,0.5574009,-3.9794393,-1.0530425,-2.9182453,1.5712978,3.9785004,0.4351524,-1.5404954,0.87849903,0.3699348,-3.2562702,1.500088,-0.84301895,0.4529215,-0.95404214,2.300865,-2.9991772,-0.10028379,1.0077151,-0.42735714,-1.0192167,0.40583226,1.3093473,-1.3954844,2.2119062,0.79672235,0.3286288,0.36740598,2.6006522,-0.7542684,-1.7025641,1.0732685,-0.8589885,-0.2905656,1.3305132,-0.54129475,-1.5209751,-1.401154,1.7254858,1.6378149,-0.9155112,0.64457834,0.08045095,0.4784288,-0.34797367,0.13314088,-0.05905512,1.016769,1.5766695,-0.9544002,-0.80324537
1.5987362,3.8695033,-3.490184,0.7498342,-2.412622,2.7145853,0.4252201,3.43578,-4.125218,-3.718946,-0.39452422,0.026682083,1.584732,-1.9157064,0.46988392,-0.25956744,-0.1510388,0.20781757,-2.169316,-2.6082847,-0.8275362,1.323684,-0.8112084,-1.4919275,-2.6073925,-0.12498496,3.0436769,4.819326,0.44311303,2.4271386,-0.62109804,-0.76070344,-0.5419036,0.8768573,1.7187937,0.21811986,-1.571939,2.903237,-3.1278818,-2.3089771,1.1152767,-0.36394787,-1.4050518,1.744668,-0.5698918,1.1116811,0.5391683,2.541046,-0.20276156,-2.253294,-2.0860965,-1.4639692,1.6221806,0.18704742,0.8009719,-1.956611,-0.7416077
1.103498,4.3925214,-5.4244423,-0.41804206,-0.40377545,1.5998564,0.6477948,1.2779714,-5.4328995,-1.5562714,-1.2522805,2.2440295,1.7833863,-2.399036,0.76126176,-0.97804517,-0.9745308,-0.4027917,1.6967362,0.7292945,-0.8452447,1.6466624,-0.20955049,2.5552015,-1.4175929,-0.838751,-2.0256064,0.79579556,2.8645544,-2.3152502,1.7864493,0.06467092,1.664659,3.909465,-2.9394271,-2.9138114,-2.4971862,1.0068011,0.7998911,2.8797114,0.041577127,-0.33839756,0.16455226,1.1563087,-2.4884634,1.6705847,0.4890064,-1.2325693,0.27798158,0.5610559,-0.7711007,-0.7254419,-0.4341494,-1.128178,-0.34599754,1.0600268,-0.17399544
-0.1122098,2.6428401,-1.1410005,-1.4786047,-0.042242154,4.134881,1.8334334,2.6637788,-5.1941304,-2.104401,0.5187648,-0.8918894,1.7428619,-0.7660819,1.8437873,-1.2175691,0.03565293,1.8515955,0.97267777,2.1238914,1.5710568,1.3910134,-0.099221826,-1.075804,0.20292538,2.259544,0.9699553,-1.96497,2.682962,0.568352,1.105223,0.2660238,-1.133571,0.07994291,2.965462,-0.786839,-2.039867,-0.61849964,-0.5983391,0.97528946,0.22272429,0.10684631,-0.18103476,0.8056117,0.61442155,-1.0015835,-0.3240109,1.9221573,-0.38354504,-0.73161083,-2.1955533,-0.4885111,-0.7894329,1.6280812,0.14872791,0.23730801,-0.2869797
0.52984256,0.01358512,0.32854322,-0.04410012,-1.5577918,7.028553,1.3414067,-1.8462644,2.0906694,-0.4125249,0.69264793,1.9655318,-2.0946763,-3.1489856,0.3435336,1.7515392,-2.5312676,0.6476821,-1.0310621,-0.09081676,-0.0642091,2.6811578,-1.4719118,-1.8264359,1.5109253,-0.45293233,0.9144861,1.2731179,1.177131,0.58082825,-0.69092155,0.81396747,0.96329945,-0.78690046,0.2854269,-0.35984704,0.9317268,-0.6143636,-0.37775543,0.25093278,0.20338541,-0.5155457,-0.39211115,-0.7686141,1.5128744,-0.429411,2.3115642,0.7722196,-0.15030505,-2.121904,2.1962297,-2.155407,0.23206261,-0.66847813,0.9881661,0.4027398,0.9738713
-2.034889,-0.08550426,-0.06800449,0.56019753,1.415766,5.575536,4.89605,0.34400994,-2.7436254,4.872691,-1.0364503,0.40533572,-1.928784,-0.8767785,-0.45755735,-2.1839967,0.11384601,1.8457121,-1.0683132,0.30688262,-0.15772222,-0.28383872,-0.2659916,-0.35279143,0.9533974,1.1263225,-0.040645376,-0.0985474,0.8698542,-1.3206329,0.018700492,-0.5546511,-0.7040382,-0.04006706,-0.47376874,0.66390806,0.7024039,1.3522689,-0.38342682,0.56489795,-1.5840992,0.10690706,0.5325717,1.0142404,-0.33832064,-0.56061953,-0.82995945,-1.3926332,0.9093211,0.12764332,-0.105491616,-0.24272104,-1.0008135,-2.0375504,1.3216944,-1.154517,0.5090411
0.5335902,0.8673204,-0.47054863,0.44572943,-1.7299576,6.1930494,1.2756745,4.246632,-0.2538058,-1.4561422,0.36359286,0.10785039,-0.6509337,-0.7660897,0.1833012,3.6442847,-1.1016554,0.355572,0.9597211,-2.8121817,2.6352208,-1.1610705,-1.378987,-0.9926349,1.295502,-0.2743045,1.2260505,-0.4373176,-3.171606,-2.632979,0.46233702,0.13457672,0.8714302,-0.9873749,-0.31671038,0.27720523,0.9575105,1.6586593,0.9233654,-2.3515553,1.112903,1.1614519,1.4068763,-0.020698892,-1.690578,0.35683948,1.7622786,-0.56978506,1.1788768,-0.4646651,3.021099,-0.47120985,-2.3894713,-0.6133078,0.6207459,1.1370184,0.7754529
0.25942117,1.1561973,-1.1182063,-0.73644215,-0.7057629,5.323262,1.1049165,2.026125,-2.0036845,-1.0209075,-0.75031847,0.5346159,-2.246792,2.4070709,3.7425513,2.9016926,-0.044443037,1.1995587,2.5532756,-0.72879684,-1.3961289,-0.8498513,-0.10862674,0.33121955,-0.83233654,1.3238972,1.8990842,-1.8106099,1.1689844,-0.4863801,0.31280404,-0.2416179,2.684979,2.315243,0.45362917,0.6964728,-3.231549,-0.22047162,0.2070457,-0.054215174,0.005135073,-0.42325225,1.031358,-0.3563256,0.14795451,0.58658886,1.3730832,-1.3644038,-0.38207692,-0.80926526,0.16481338,-0.8920376,-0.86886144,0.09003948,1.0471389,-1.0084375,0.23396634
