GeneID	n_counts	n_counts_uniq	cdr	intercept	sigma	neuro_ceoff	neuro_ELBO_gain	neuro_pval	neuro_FDR
Fam188a_3	2855	580	3.030e-01	-2.320e-01	2.159e+00	4.503e-01	4.786e-01	3.279e-01	5.929e-01
Fam188a_18	3367	1130	3.030e-01	3.036e+00	4.922e+00	-7.428e-01	7.585e-01	2.181e-01	4.816e-01
Fam188a_19	11463	2036	3.829e-01	5.472e+00	5.412e+00	6.504e-01	1.223e+00	1.178e-01	3.648e-01
Fam189b_2	4276	1544	3.416e-01	7.105e+00	3.878e+00	-2.604e+00	3.187e+00	1.158e-02	1.510e-01
Fam189b_3	7391	1015	3.664e-01	7.186e+00	3.733e+00	-1.573e+00	8.894e-01	1.823e-01	4.385e-01
Fam189b_nmdSE_1	7768	1392	3.719e-01	4.895e+00	3.060e+00	3.443e-01	2.075e-02	8.386e-01	1.000e+00
Fam204a_2	6266	1751	4.270e-01	5.038e+00	4.696e+00	1.132e+00	7.913e-01	2.084e-01	4.700e-01
Fam20b_2	7643	991	2.810e-01	-9.912e-01	6.725e+00	-4.924e-01	-3.770e-01	1.000e+00	1.000e+00
Fam220a_1	44684	1975	8.981e-01	-5.046e+00	5.411e+00	7.644e-01	-2.842e-01	1.000e+00	1.000e+00
Fam229b_1	7945	2804	2.810e-01	6.817e+00	4.621e+00	6.023e-01	8.750e-01	1.859e-01	4.385e-01
Fam229b_5	7854	2713	2.810e-01	7.147e+00	4.695e+00	6.353e-01	7.275e-02	7.029e-01	9.571e-01
Fam3a_2	3565	2529	3.471e-01	6.788e+00	2.226e+00	2.169e+00	1.175e+00	1.254e-01	3.795e-01
Fam3a_nmdSE_1	3621	2585	3.471e-01	6.232e+00	2.157e+00	2.224e+00	4.177e-01	3.607e-01	6.244e-01
Fam45a_1	4796	1096	2.590e-01	4.339e+00	6.063e+00	3.526e-01	-4.663e-02	1.000e+00	1.000e+00
Fam49a_3	1735	306	3.003e-01	-2.992e+00	5.539e+00	-4.993e-01	3.339e-02	7.961e-01	1.000e+00
Fam49b_1	4153	1131	6.198e-01	4.818e+00	3.369e+00	7.407e-02	-9.497e-01	1.000e+00	1.000e+00
Fam65a_3	5786	1916	4.986e-01	3.378e+00	4.223e+00	5.649e-01	3.098e-01	4.312e-01	6.990e-01
Fam73b_1	20103	1575	3.636e-01	5.501e+00	5.202e+00	2.154e-02	2.251e-01	5.022e-01	7.654e-01
Fam92a_4	10381	1086	6.088e-01	-2.159e+00	3.522e+00	-9.092e-01	4.805e-01	3.270e-01	5.920e-01
Fam98c_2	2163	573	2.094e-01	3.198e+00	2.730e+00	-1.176e+00	2.350e-01	4.930e-01	7.557e-01
