X_scVI1,X_scVI2,X_scVI3,X_pca1,X_pca2,X_pca3,X_pca4,X_pca5,X_pca6,X_pca7,X_pca8,X_pca9,X_pca10,X_pca11,X_pca12,X_pca13,X_pca14,X_pca15,X_pca16,X_pca17,X_pca18,X_pca19,X_pca20,X_pca21,X_pca22,X_pca23,X_pca24,X_pca25,X_pca26,X_pca27,X_pca28,X_pca29,X_pca30,X_pca31,X_pca32,X_pca33,X_pca34,X_pca35,X_pca36,X_pca37,X_pca38,X_pca39,X_pca40,X_pca41,X_pca42,X_pca43,X_pca44,X_pca45,X_pca46,X_pca47,X_pca48,X_pca49,X_pca50,X_umap1,X_umap2
1.6216161,3.4637764,-1.8134868,-5.2831464,-1.4987109,0.5332805,3.845625,3.0973115,1.7610229,-1.0361553,-1.148319,1.3165692,0.234349,0.95824575,1.0431836,-1.7026442,-0.5604888,-4.6945744,-0.27900645,-1.1582994,1.4553071,-0.6654382,0.108946405,2.2877846,-1.4041795,0.18417712,1.3268217,0.8132022,-1.7360988,-0.15166667,0.15144755,0.29479155,1.837221,-0.34296963,1.0771239,0.76408553,-1.6465157,-0.15738659,1.3139721,-1.8290879,0.95623076,0.33176342,-0.17137586,0.51503396,-0.5645906,1.4992996,1.0984895,1.6975435,0.8128318,-0.45320344,-0.043208767,-0.83650565,1.8664066,-0.47447908,1.31095
2.6104004,4.514827,-1.7892294,-9.618327,-4.866088,-4.8357015,-0.517666,-3.2776632,-0.8058602,-0.84473836,0.11939171,1.5866625,3.5438454,0.5382922,1.3980113,1.1390971,-0.14119674,0.4307478,-1.5574261,-1.1027662,-1.5165566,-1.5723401,3.0289264,-0.011907823,-1.8304754,0.6197639,-1.3384913,-0.19107981,0.41198337,-0.8786661,-0.22946864,0.5777421,0.5373492,-0.66570055,-1.7753873,-0.2554637,-0.85479414,0.5490092,-0.8558331,0.6937346,-0.37313175,-1.1411353,-0.520911,-1.5203096,0.43314165,-0.4875466,0.118641466,-2.2152388,-1.3651863,-0.60583544,-0.2084069,-0.5454332,-0.11442981,-1.3079238,-0.60389835
1.1146791,2.7695358,-1.8446767,-4.8791914,-2.7742116,3.1231105,3.3856044,-1.3877661,2.8703117,0.14757694,-0.97011364,0.23662704,1.3869214,0.8130523,2.1656635,-0.9984227,-0.32526752,0.5900587,-1.7171197,1.0913298,-0.4289791,1.4572144,-0.78038144,1.241917,-1.0967635,1.1008648,-1.6117474,0.2907864,0.511402,0.5411633,1.8926227,1.3148943,-0.21971467,-0.07223804,0.1848916,0.9918039,-0.6514976,-0.37316418,-0.35143507,0.005206713,-0.15394974,-0.73410803,0.094403796,1.8264902,0.43172145,-0.4167314,-0.57176346,-0.82950294,0.80041444,-0.054846864,0.30137557,0.47118276,-0.6342062,-0.38642696,2.248788
1.6751575,2.6888926,-1.761183,-6.1108155,-3.2713473,-1.1895535,-0.18811473,-0.8955531,0.69642156,-1.1525413,-0.16653842,0.9118181,2.5003664,2.7276726,0.021209186,0.29989928,-0.16336864,1.3805321,-1.4624563,-2.134094,-1.8924499,-0.16943,2.006402,-0.69517905,-0.9605648,-0.30174467,-0.8688814,1.0884074,0.34315047,0.5989274,-0.20910628,-0.08239438,1.7857913,-1.2389024,-0.6128635,-0.32890677,-0.5030904,0.28232324,0.581719,-0.55328476,-0.34814304,-0.7948679,-0.37390077,-0.48533422,0.34083506,1.3713309,0.7357426,-0.18313067,0.7830129,-0.3725469,0.69420016,-1.7671767,1.2039328,-0.84811026,2.162879
2.4194026,3.9297261,-2.5939944,-9.635596,-2.4714506,-2.4175422,0.60211706,-0.6732114,0.69335866,-1.2170857,0.044893336,1.5373807,1.358018,2.0833263,0.6464932,-0.11515236,-1.5529054,-1.6072322,-0.08635267,0.46992186,-0.8303206,0.42429414,-0.71112216,1.5175241,-1.7915385,1.3559136,0.65260565,0.2463312,0.61937475,0.6928092,-1.299749,0.8044118,0.15551583,1.7094349,-0.7972529,-1.6809812,-0.11163695,-0.39473933,-0.7554683,-0.033331573,-0.41751105,-0.17516021,-0.0049555856,1.0695269,0.34922346,-0.70829725,-0.7405976,0.039418112,-0.9887975,-0.47468433,-0.39582685,0.9645964,-1.2512153,-1.8022934,0.15800187
-0.00016158819,0.41652608,-1.8065357,-0.7443479,-1.9750986,4.470613,3.3766274,0.28026235,2.481621,0.8765597,-1.7754887,0.37995183,1.5722427,2.1844783,1.4356427,-0.573667,0.21375126,0.38920364,-2.8183453,0.4584348,-0.088054776,0.3430082,-0.5561652,0.7317164,-0.45069787,-0.21349777,-2.2415643,0.1075675,-2.3445704,1.038135,-0.48567924,2.1748352,0.92889243,0.65607893,-0.9088858,0.5415893,-0.3292905,-1.3030614,-0.18748434,-0.8390579,1.9333576,0.9609715,0.8563906,0.023246795,1.589775,1.4796201,0.36169967,-0.040522277,-0.6417193,-0.83975536,-0.045195308,-0.9493625,0.30349275,0.10865563,6.7396245
1.6695552,1.7338846,-2.0442228,-4.529832,0.359827,0.09563481,2.0989728,-0.14957426,1.570116,-0.472842,-1.5670826,4.394174,0.3218404,0.9419221,0.12945634,-0.70029676,-0.027177019,-1.1287695,-0.84334457,1.3387709,1.5541965,-1.0125836,0.82604295,-0.23488455,-1.4110371,0.5404223,1.9383832,-1.696967,0.6739301,-0.06611792,-1.0334568,-0.4083367,-0.056231864,-2.179306,-0.8279343,0.8218337,-1.6354911,-0.3413585,0.9253164,-0.51891375,-0.51111746,0.21238506,0.29426786,-0.7174331,-0.71249133,-1.6495277,-0.544185,-0.99314857,-1.2365162,1.8321301,0.7359552,-0.13249323,2.4964318,-1.8440654,3.1423542
3.372339,3.400337,-3.220008,-9.051229,0.7143762,-1.7276027,1.6170037,-0.86464036,0.7862191,-0.40956557,-0.7404233,2.069243,0.043260846,3.2536561,1.6703832,0.118743666,-0.7199936,-1.3866442,1.0472356,0.11891359,0.10638666,-1.7889975,-0.7973783,1.6233935,-1.930416,-0.6453131,1.2597703,0.27927282,2.453504,-1.1990634,-0.84826034,1.4432789,-0.7853828,-0.61805034,-1.3693985,-0.99888706,1.9220195,0.38876304,-0.9072099,0.3677573,2.8334992,0.5879355,-0.79553026,-0.22811082,-0.62252533,-0.046152417,-2.150461,-1.3537626,1.5799553,0.91548276,-0.7491781,-0.31278986,1.1815584,-2.4200509,0.81591374
1.8729246,4.0216956,-1.2939079,-7.6345754,-4.4419174,-3.09236,1.7618328,0.18527035,-2.2975516,-2.0707042,-0.0066841124,0.05306273,2.8352468,1.5870222,1.3748798,0.12168986,-1.7423792,-0.2552294,1.2850105,1.4399874,-0.42886022,-1.2998703,-0.7606507,2.2070978,0.01286827,1.0143248,0.42983595,0.7388863,2.232937,0.30734462,1.9984075,-0.076821975,-0.47662494,-1.15519,-0.725391,-0.22009154,0.033254705,-0.7224599,0.6658109,1.0198934,-0.4137337,0.025680833,-0.44249004,1.5340178,0.18172738,1.6471342,-0.11081486,0.37747374,0.31931332,-0.7051742,-1.0007573,-0.08542941,-0.6430009,-0.2953025,0.3538744
2.4333308,2.2464259,-1.9939322,-5.3746805,-0.22281748,-1.606033,1.5409305,-2.884728,-0.15570748,-0.54005814,-1.1070081,2.9594283,0.44530022,3.3149865,0.70534825,-1.9737102,-0.375139,0.20191123,-1.7681779,-1.7328088,0.063684255,0.88820726,0.58179396,-1.8980682,-0.5709444,-0.4245973,-1.453308,-0.86449105,-0.14616507,-2.048097,0.27117652,-0.3316098,0.28996155,-1.269981,-0.24408479,0.2049455,0.059496872,-0.60239863,1.644711,-0.5204367,-0.082131796,-0.607508,0.6841981,-0.565021,-1.3165915,0.41129348,-0.46439064,0.056680195,1.3351946,-0.60737324,-0.049531713,0.5232999,0.93468213,-2.0381548,2.2825108
2.76931,3.8206756,-1.1520964,-8.429665,-3.0286381,-3.5424917,3.212009,0.30024293,-1.6121399,-1.1120738,0.032457396,-0.11310494,1.7223523,1.6988993,0.9809054,-0.9837909,-0.6379365,-1.7503144,2.1426487,0.6685274,-0.8173886,-0.6245855,-1.2787077,-0.21010129,0.58318496,1.7179352,-1.1201148,1.6094347,1.6749114,1.1119394,1.3489074,-0.061269395,-0.842147,-0.79299915,-1.3025597,0.61048603,-0.06548833,-0.7239655,-0.21567802,0.98180616,0.38078064,-0.4728838,0.57421887,0.075339735,0.44112507,-1.0688552,-0.090610966,0.80791026,0.50578016,1.609657,-0.9466742,-0.9559466,0.13018417,-1.1097668,-0.04652416
2.6758852,4.3529496,-2.025227,-9.812211,-3.3396628,-3.6615705,-0.80624145,-2.4992468,-0.69122326,-0.8661658,0.35961035,1.0194354,1.8616532,1.2510813,1.3270828,-0.43315798,0.005349739,0.063266195,-2.1814165,-3.2204192,-1.6042475,0.13482979,2.620836,-0.5436888,0.9348189,-0.5043419,-1.9974514,0.2697048,0.65631104,-0.039299134,-0.90252817,0.5425444,1.1869481,0.74992996,-1.6870881,-0.77994156,1.4813751,0.8958117,-1.1166129,-0.11532665,-0.4377793,1.3834732,0.07464442,-0.446166,1.5338457,-1.3110569,-0.37272823,-0.055843465,0.10109947,-0.73757684,0.6836023,-1.0414574,-1.5087708,-1.5340244,-0.3878228
1.9179101,2.5073586,-2.280025,-6.0189385,-0.66697174,-0.6262196,3.1282012,1.5073441,1.7131517,-0.24804935,-1.3324488,-1.172582,-1.3668789,0.24884884,0.97786164,-2.8628907,-2.1417665,-1.2389895,-0.60180986,-1.298504,1.3275731,1.7240742,2.169357,1.182103,-0.8445813,-1.0990604,0.22266795,-0.16632016,0.32080382,-1.1553012,-0.2392846,-1.1680634,1.8801373,0.06196397,-0.66456085,-1.3204335,0.6915871,-0.4941,-1.3720227,0.614063,0.42847928,0.9725349,2.11359,-0.22629347,-1.3265866,2.3844879,-0.9576585,-1.7646133,0.19505166,0.70723957,-1.983091,-1.1452776,-0.0071122213,-1.369729,2.3379655
0.6282125,1.2759914,-1.4946947,-3.3693466,-1.2318901,1.8101846,2.2061434,0.22756211,1.2458736,-1.9322193,-1.346947,0.49574372,0.07289459,0.33432642,1.4591135,-2.2622247,-2.2751532,-0.6086315,-1.3974532,0.20017539,-0.13469113,-0.33418974,1.2412049,-1.3335621,0.0849913,0.059463996,-0.05163634,0.042213116,-1.0765146,0.7193271,0.9090436,-0.1035412,-0.31439623,0.3000787,0.7451779,0.8021892,-1.502971,-0.8196548,-0.5276178,0.2711322,0.9719929,0.21044157,0.26641905,-1.0176505,0.049727555,-0.7029223,-0.22573537,-0.6310139,-1.2903153,0.16550073,-0.3446622,0.52618897,0.29145738,-0.9668561,4.90039
0.6129423,2.076763,-1.6054235,-4.515831,-3.7669718,3.475751,3.2738686,-1.0994806,1.9792403,-0.16149639,-0.95742327,0.010948051,2.18399,-0.71678317,2.5086925,-2.11431,-0.7738846,0.2654556,-2.5025296,0.6713005,-0.05942407,-0.3978865,-0.0019985985,1.2730678,-0.61226475,-0.7925628,0.14892633,-2.2694006,-0.7447599,0.48921385,0.37218702,0.3155653,0.009359974,0.43540987,-0.72256815,1.6863685,-0.8322726,-0.91463214,-1.255649,-1.7435226,-0.5628462,1.0668677,-0.53468627,-0.7839879,1.1988701,-0.64897597,0.42898968,1.4277596,-0.20703259,-1.6744341,1.2689383,-0.7446385,-0.4185277,-0.34059027,3.7228694
1.9456842,5.1636033,-0.9448124,-8.393899,-5.946294,-1.8338377,1.8801038,0.14474152,-0.0007169516,-0.5065362,-0.14346598,-1.7568268,3.1416957,0.6490851,0.41359657,-2.1676795,-0.9943804,-0.36794305,2.3714514,2.3776042,1.4151955,-1.5519521,-2.0973408,-0.009078166,-0.6364162,0.3792061,-0.48032388,-0.14178598,-0.39667532,0.3886706,0.86321753,0.926091,-0.40809694,0.7144208,0.80312264,-2.05618,0.3566141,0.32194096,0.36464086,-0.42780575,-1.4770046,-0.108641915,0.5544179,0.77430016,-0.4536146,-0.7439765,-1.316295,1.1901609,1.145597,0.38849163,1.0045794,0.375735,-0.3595707,0.111052215,-1.684939
2.183078,4.1630793,-2.5994482,-6.217557,-2.3119936,2.1568787,3.3166356,-2.1987855,2.4640534,1.5300511,-0.9197595,0.81246376,1.5813152,0.57978487,1.2463322,-1.5272517,0.17631412,-0.03916679,-1.1945366,2.3248,0.6288847,2.1738312,-0.29442754,0.6985974,-0.7723023,-1.3284732,-1.3904792,-1.1801575,-1.041023,0.041516162,0.15891956,1.2659657,1.7167218,0.6090576,0.90889436,0.3511169,0.7087735,0.4212253,-2.1085637,-0.18520066,-0.5098812,0.6885421,1.3962648,0.13191274,0.47467998,-0.29556927,0.670773,-0.19608255,0.8065981,-0.47829118,0.019433757,0.9886392,-0.08173712,-1.4937834,0.12677315
2.4831805,4.794433,-1.0861844,-9.178944,-5.163161,-5.1524644,-0.50136137,-1.5798764,-1.8252556,-3.2008388,0.7281163,0.1606488,4.385815,0.2687992,1.3808311,1.3065419,-0.015423052,0.4307593,-0.3808364,-1.011684,-0.96008134,1.1735498,2.4507487,-1.448077,-0.3054122,0.103985235,-1.7755203,-0.6004876,0.68131894,-0.113479726,1.8332711,-1.2431769,0.5006783,-0.48175746,0.23986132,0.88506484,2.4029062,-0.1626713,0.27608442,0.41801965,-1.6201129,-0.37899095,0.12027843,-1.2971666,1.6320785,1.3126556,0.0459059,-0.030910017,-1.9559863,0.7483443,0.38072664,0.3730429,0.6457188,-0.6551236,-1.3937304
2.589599,3.3256147,-1.2310985,-7.665234,-1.4566135,-3.931195,-0.87465674,-2.0417047,-1.5311801,-0.6789671,0.28282186,2.6719637,1.6032169,2.564271,1.3477564,-0.606962,-0.9328803,1.2855194,-1.6961709,-1.8193226,0.49258843,0.6351156,1.3682781,0.14268458,-0.41316417,0.10954996,-0.40179923,-0.04941151,1.2032303,-1.4186976,-0.48491997,-1.235358,0.37933272,-1.224645,-0.42234913,0.3769285,-0.86668575,0.05245094,1.0920708,-0.6821164,0.37874824,1.1584506,0.3195054,-0.8526235,0.10198782,-0.28012165,-0.46365663,-0.64145035,0.53526443,-1.5002753,1.1062543,-0.04158805,-0.28799054,-1.3058004,0.89741105
2.10867,4.590251,-0.9985416,-8.612628,-5.571246,-5.112535,-0.95087296,-2.2213233,-1.0192629,-3.6090531,0.20991535,-1.0712559,3.441913,0.588761,0.51583445,0.26570785,-0.9317853,0.5399352,-1.3498098,-0.10546635,0.0063412786,-0.59383655,2.1908867,-1.1606699,-0.14492679,-0.030949814,0.05080299,-0.14593789,0.40075642,0.17382956,0.09385064,0.68299407,0.40266162,-0.4928796,-0.3057555,0.40294275,-1.6389924,-0.31844178,0.34355125,-0.37081885,-0.30915925,0.019537892,1.3571215,-0.7180153,0.5766831,-0.43708035,-0.773294,-0.6047128,-0.156677,-0.844466,0.42323506,1.0237894,-0.0006845481,-0.4043061,-1.0633023
1.534503,3.2253444,-2.3497796,-7.7070932,-2.2366326,-1.0810199,2.60991,1.3637918,0.5370527,-0.45329574,-0.5378646,0.5431854,1.0072587,1.6740965,1.4444922,-1.3544761,-1.5751493,-1.4392673,0.34880373,-0.33216238,0.08601514,0.84350646,-0.69478434,0.544505,0.47119159,0.32856467,-0.5620357,0.45066923,-0.00079800485,0.092855245,-0.94727474,1.4291258,0.28239956,0.122912474,-0.48301783,0.05362124,1.3332276,0.49243927,0.11922168,-0.05355086,0.09559212,0.9229981,0.8198147,0.011777004,-0.22373432,-0.87948537,-0.9496729,-0.994415,-0.5162423,0.15370579,-0.36215085,-0.0992206,0.5411902,-0.43646762,1.7763407
1.1617322,4.4847283,-1.2341652,-6.691598,-5.049649,1.780713,3.8684115,2.1215057,0.35078388,0.13029806,-0.6268477,-2.9615312,2.5130723,0.61341953,0.3961476,-2.1295326,-1.7093825,-0.89006907,0.9959927,1.9597654,0.5656391,-0.4494769,-2.24586,-0.3642586,1.5769162,0.7175242,-0.07724308,1.8227392,-0.43059325,1.1075585,1.4201266,-1.0372362,-0.5749964,-0.76326835,-0.9030671,-0.097169675,0.9509122,-0.41617033,1.1486938,0.2240699,0.2873258,-1.7380662,0.96618664,0.19572726,-0.27559534,1.1094023,-1.4906964,0.90242624,-0.8418205,-0.23654193,0.9152853,0.29361653,0.7510176,0.65827006,-0.13902245
1.2340157,4.0966644,-1.3150613,-8.208295,-4.446638,-0.94919676,1.554027,0.2572765,-0.8302253,0.5479549,-0.97888774,-2.1515126,0.6677674,1.9342918,2.0647712,-1.2652848,-2.4889083,-1.903427,2.1911309,1.1809319,-1.1314728,-1.0622673,-1.6353796,0.21436843,0.44416365,0.35366377,-1.5798647,1.599086,-0.13701159,0.20358074,0.33861712,-0.33277422,0.22512724,0.11330842,-1.0155102,-1.4075408,-0.5047684,-1.1068786,-0.06889103,0.9002178,1.0188396,0.41059324,2.0970623,-0.5190779,-1.6313972,0.14359248,-0.41892946,0.9416413,0.79923135,0.28703478,0.6976723,0.032867257,0.65426624,0.29231545,0.41851145
1.8926566,3.1061995,-1.4234425,-7.7674537,-1.298527,-1.3399069,1.3240784,-0.8829811,1.2948534,-1.6123828,-1.8922572,-0.18342474,0.9867801,2.2402346,2.197244,-0.53309596,-0.52410597,-1.0483154,-1.334958,0.9699471,-0.31048697,-0.14616098,-0.09006248,-0.18318708,0.3721657,0.19643751,-0.30078405,0.34570587,-0.023297409,-0.5675779,-0.6630507,0.94923055,0.34782517,-0.78826165,0.3751597,0.21340072,-0.12093894,-0.60806507,-0.63973135,0.6005038,-0.010884572,0.15249267,0.07990415,-0.28348324,0.35307953,0.809476,-0.061550155,1.6579463,0.35432568,0.51239705,0.21712178,-0.6953146,-0.2654556,-0.8417443,1.4014124
0.935292,4.247511,-0.87203085,-7.2537684,-5.639022,-1.0246079,0.8717336,-0.49257553,0.42351246,-2.7278833,-0.35143864,-2.16093,3.2505457,-1.1721681,1.1170347,-1.8877648,-0.7717066,-0.089071445,0.7861133,1.0308946,0.71550274,-0.4064375,0.15654512,-0.14571533,0.23780613,-2.2017379,0.54553026,-1.0871037,0.7046461,0.26229575,0.3434025,1.3919797,-0.10440479,0.33843303,0.5435815,-1.517199,-0.31344846,-0.5358686,0.15291695,0.24076094,-0.049547795,-2.2622507,0.53828794,-1.1081338,-1.9062668,-0.13781568,-1.1910249,0.44897804,0.4239232,-0.4626194,0.025041675,0.20789595,-0.6028439,0.62662226,0.13814802
1.4545612,4.5174346,-1.1308594,-7.266171,-4.4310603,-1.4079571,3.325114,1.6372517,-0.6104186,-0.8188784,-0.4093797,-1.3258306,2.2418084,-0.7347857,0.72595066,-1.1698618,-0.5999847,-1.2983841,2.3540816,2.3427134,-0.4994653,-1.2249556,-0.043666106,0.2647908,1.6455361,0.7061206,-0.20273042,0.2739,1.6924216,0.5199858,0.4660735,-1.4325155,0.4757837,0.50638694,-1.1182204,0.96871656,0.18203026,0.6453602,-0.9617581,-0.048518103,0.6795558,-1.2503624,1.1032985,-0.13454688,-0.48747635,-0.6253757,-0.075378515,-0.15178365,-0.36334822,1.3233539,-0.75974166,0.49975103,1.5108553,0.47988483,-0.49707893
2.8611188,3.27629,-1.9354672,-8.131403,0.5341182,-2.624902,1.8543181,-0.5348967,-0.4372183,-1.9737742,0.44933972,2.4514132,-0.6324929,1.9572189,2.1737025,-1.5860921,-1.1948898,-0.97957677,1.0571353,-0.031168474,-0.320967,-0.44344705,-0.8085703,1.5213822,-0.2646273,0.39545,-0.11566036,0.19527805,0.4897463,-0.71712255,-1.9498198,1.7860104,-0.7764251,0.41116697,1.3337034,1.7235436,0.026426705,-0.8515338,-1.4021128,0.51471084,-0.32254487,1.3228943,0.19487621,0.23790763,0.2502435,1.9199668,-0.95053685,-0.24084684,0.9648417,-1.3089706,0.08949977,1.3547442,-0.38049364,-1.8796756,0.75254905
