	C_score	pval
Actr8_1	0.1398856567134047	0.0004997501249375312
Acvr1_2	0.9723858935580785	0.0004997501249375312
Acvr1_3	0.3727519115589635	0.00399800099950025
Acvr1b_1	0.3166492244138337	0.0004997501249375312
Acvr2a_1	0.025819957290572515	1.0
Ada_1	0.6044620055328803	0.0004997501249375312
Adal_1	0.19205117919271242	0.1294352823588206
Adal_2	0.18557090788674568	0.16841579210394803
Adal_4	0.059091317628295004	0.9460269865067467
Adam10_2	0.17098894056553482	0.07396301849075462
Adam10_4	0.20805949151221625	0.12493753123438281
Adam11_2	0.035194275585886614	0.9760119940029985
Adam15_1	0.5344644740863331	0.0004997501249375312
Adam15_3	0.08051424775594296	0.7721139430284858
Adam15_5	0.3432993496905138	0.0004997501249375312
Adam15_7	0.3206306539120348	0.0004997501249375312
Adam19_3	0.0008285776925981425	1.0
Adam22_12	0.5510847866212554	0.0024987506246876563
Adam22_16	0.468874845445044	0.011494252873563218
Adam22_17	0.3514838153498777	0.02798600699650175
Adam22_20	0.1730362199898534	0.7331334332833583
Adam22_21	0.14088289672692844	0.856071964017991
Adam22_5	0.007984137400004365	1.0
Adam23_2	0.8123938569333141	0.0004997501249375312
Adam23_3	0.20300079493390644	0.6416791604197901
Adam33_1	0.4243243719382723	0.0009995002498750624
Adam33_2	0.010168133584454675	1.0
Adam33_nmdSE_1	0.3741494398680917	0.00399800099950025
Adamts10_3	0.09451851809239176	0.9320339830084957
Adamts10_4	0.1753378090863833	0.175912043978011
Adamts10_6	0.03768648766698568	1.0
Adamts10_7	0.2662042655234035	0.020989505247376312
Adamts6_1	0.6040149162194286	0.0004997501249375312
Adamts6_2	0.9999705678105236	0.0004997501249375312
Adamts6_3	0.6153133747622852	0.0004997501249375312
Adamts7_1	0.11993399210634026	0.9620189905047476
Adamtsl1_1	0.20347155697111607	0.6486756621689156
Adamtsl1_2	0.12358537978939055	0.9550224887556222
Adamtsl2_1	0.3952632518699414	0.004497751124437781
Adap1_1	0.0873214263933485	0.8490754622688655
Adap1_2	0.12321750879191773	0.23488255872063968
Adap1_3	0.09354905606636932	0.7636181909045477
Adar_3	0.7900354802951663	0.0004997501249375312
Adarb2_1	0.3626611125535615	0.0004997501249375312
Adat1_3	0.2173963079834067	0.5622188905547226
Adck1_1	0.00701915728837077	1.0
Adck1_2	0.1778324476816725	0.22538730634682658
Adck1_5	0.25952950735584857	0.0004997501249375312
Adck1_6	0.19305763351913063	0.00399800099950025
Adck1_7	0.29683869807425656	0.0004997501249375312
Adck1_8	0.3222003103641943	0.0004997501249375312
Adck5_2	0.2427788908483296	0.013493253373313344
Adcy3_1	0.5132002985315904	0.0004997501249375312
Adcy8_1	0.47931578525157625	0.001999000499750125
Adcy8_2	0.23661808361329517	0.4592703648175912
Adcyap1r1_10	0.25503417812776186	0.0004997501249375312
Adcyap1r1_2	0.07951729718240097	0.335832083958021
Adcyap1r1_3	0.5304190935578281	0.0004997501249375312
Adcyap1r1_4	0.5154710666719511	0.0004997501249375312
Adcyap1r1_5	0.6435200162438703	0.0004997501249375312
Adcyap1r1_6	0.6687477061285068	0.0004997501249375312
Adcyap1r1_7	0.29516307518118245	0.0004997501249375312
Adcyap1r1_8	0.13319406397967337	0.0009995002498750624
Add1_2	0.36967254114488934	0.0004997501249375312
Add1_4	0.4131904753708938	0.0004997501249375312
Add1_5	0.2624280921439506	0.0004997501249375312
Add1_6	0.11032037609041045	0.0009995002498750624
Add1_7	0.060917458588214735	0.25787106446776614
Add2_1	0.14127761195356692	0.0004997501249375312
Add3_1	0.646194293253596	0.0004997501249375312
Adgra1_1	0.13097012159501442	0.6041979010494752
Adgra1_2	0.11770001720473111	0.9110444777611194
Adgrb1_7	0.39185394495506454	0.004997501249375313
Adgrb2_3	0.10412806646842132	0.9430284857571214
Adgrb2_5	0.09627520601743944	0.8310844577711144
Adgrb2_6	0.22279892482139763	0.5327336331834083
Adgrb2_7	0.11853135005701376	0.9095452273863068
Adgrb2_8	0.19735334546048044	0.6356821589205397
Adgrb2_9	0.13366086462041316	0.9785107446276862
Adgrb3_2	0.3941584083959161	0.0004997501249375312
Adgrb3_4	0.10321241267897663	0.19090454772613694
Adgre5_2	0.6714627985415857	0.0004997501249375312
Adgre5_4	0.0017065131100486575	1.0
Adgrg1_1	0.06069089209303058	0.263368315842079
Adgrg2_5	0.5157480281182747	0.0004997501249375312
Adgrl1_2	0.17276182626876646	0.9075462268865567
Adgrl1_nmdSE_1	0.3035491599465313	0.09145427286356822
Adgrl2_1	0.3852334454523815	0.05297351324337831
Adgrl2_10	0.16190275666587128	0.26286856571714146
Adgrl2_11	0.5163831686045217	0.0004997501249375312
Adgrl2_12	0.6556327392308177	0.0004997501249375312
Adgrl2_13	0.5307189489536388	0.0004997501249375312
Adgrl2_15	0.2768300997174238	0.2908545727136432
Adgrl2_16	0.33382041248432914	0.0004997501249375312
Adgrl2_18	0.1754819893245052	0.18240879560219891
Adgrl2_20	0.12439728130732708	0.9985007496251874
Adgrl2_21	0.1738319110832386	0.15542228885557222
Adgrl2_22	0.22822515465205995	0.47126436781609193
Adgrl2_3	0.16144964568003572	0.32033983008495753
Adgrl2_4	0.18500635137520383	0.11044477761119441
Adgrl2_6	0.17101376370559984	0.2283858070964518
Adgrl2_7	0.45364727721663	0.0004997501249375312
Adgrl2_9	0.7103203141330595	0.0004997501249375312
Adgrl3_1	0.4047802086975374	0.03648175912043978
Adgrl3_10	0.4054100516444814	0.035982008995502246
Adgrl3_11	0.38929108330189155	0.046476761619190406
Adgrl3_12	0.36781154430005303	0.005997001499250375
Adgrl3_13	0.3099551427179371	0.1424287856071964
Adgrl3_14	0.3268680583767365	0.04047976011994003
Adgrl3_15	0.6001647526868835	0.0004997501249375312
Adgrl3_16	0.21729807208887475	0.5462268865567217
Adgrl3_17	0.1272661777757792	0.9945027486256871
Adgrl3_18	0.3201229439024592	0.10844577711144428
Adgrl3_19	0.3704493395641594	0.03948025987006497
Adgrl3_20	0.20950025445205744	0.6416791604197901
Adgrl3_3	0.3638473085617623	0.0079960019990005
Adgrl3_6	0.26349263977491366	0.3168415792103948
Adgrl3_8	0.24808579081023407	0.39430284857571213
Adgrl3_9	0.1437316877217235	0.9050474762618691
Adhfe1_1	0.18400171403939525	0.791104447776112
Adhfe1_nmdSE_2	0.18219295354740606	0.7996001999000499
Adipor1_1	0.1411046925245798	0.0004997501249375312
Adipor2_1	0.2678206813337217	0.248375812093953
Adnp_1	0.21590178658991133	0.5722138930534733
Adnp_2	0.15424446346246468	0.881559220389805
Adnp_3	0.02398120756101141	1.0
Adora1_1	0.325145660936899	0.0004997501249375312
Adora1_2	0.3255442768259179	0.0004997501249375312
Adpgk_1	0.15590025935616003	0.12743628185907047
Adprh_1	0.04056517450159447	0.6596701649175413
Adprm_1	0.2658588710232318	0.0034982508745627187
Adsl_4	0.15527095919971223	0.0014992503748125937
Adsl_7	0.08849269643828717	0.25487256371814093
Adsl_8	0.16459246327671528	0.0014992503748125937
Aen_1	0.16992249263396475	0.00849575212393803
Aen_2	0.1763289501415325	0.16891554222888555
Aen_3	0.23673094695379315	0.0034982508745627187
Aes_3	0.114572194063436	0.0004997501249375312
Aes_4	0.049385887951995944	0.2098950524737631
Afap1_1	0.14390057631710862	0.06546726636681659
Aff3_1	0.0512822831012848	1.0
Aff4_1	0.18758474404577063	0.767616191904048
Afg3l1_1	0.24495870661645125	0.0004997501249375312
Afg3l1_2	0.13919422685465221	0.14492753623188406
Afg3l2_2	0.11396372554523448	0.10194902548725637
Afg3l2_3	0.09422119134878448	0.3213393303348326
Afmid_2	0.7642327179831022	0.0004997501249375312
Aftph_1	0.3031888762464049	0.0004997501249375312
Aftph_4	0.6055397754104974	0.0004997501249375312
Aftph_6	0.39354765835785	0.0004997501249375312
Aftph_7	0.34081003415661926	0.0024987506246876563
Aga_nmdSE_1	0.25502437061216965	0.3818090954522739
Agap1_2	0.34063010923131254	0.02348825587206397
Agap2_1	0.694974227408558	0.0004997501249375312
Agap3_1	0.052707394415849484	0.9460269865067467
Agbl4_1	0.3504245596581953	0.05697151424287856
Agbl5_2	0.20816184630042578	0.591704147926037
Agbl5_3	0.15418627606852875	0.06596701649175413
Agbl5_nmdSE_1	0.2337283848127062	0.47476261869065467
Agfg1_11	0.6783141944551423	0.0004997501249375312
Agfg1_12	0.15802840946410357	0.3523238380809595
Agfg1_4	0.25196728371975097	0.3258370814592704
Agfg1_8	0.3715358073979096	0.03798100949525238
Agfg1_9	0.24026778528463621	0.050974512743628186
Agfg2_1	0.21573233773707368	0.014992503748125937
Agfg2_2	0.21014833621833506	0.020989505247376312
Agfg2_3	0.18233937640795406	0.12843578210894552
Ago4_3	0.6552339953812957	0.0004997501249375312
Agpat1_1	0.18560672366615472	0.0004997501249375312
Agpat1_2	0.1639182750756787	0.0004997501249375312
Agpat1_4	0.025056752145325323	0.999000499750125
Agpat3_1	0.4686446952317611	0.0004997501249375312
Agpat3_3	0.22653864082283726	0.5002498750624688
Agpat4_1	0.025551347955995785	1.0
Agpat4_2	0.050511223754715506	0.6741629185407296
Agpat5_1	0.14423975246480636	0.03698150924537731
Agps_1	0.68975874597344	0.0004997501249375312
Agrn_10	0.6697790263385929	0.0004997501249375312
Agrn_11	0.682193905238887	0.0004997501249375312
Agrn_3	0.039100150890439944	0.9975012493753124
Agrn_5	0.041854833800840874	0.999000499750125
Agrn_6	0.30376570869720554	0.0004997501249375312
Agrn_7	0.6280702725565657	0.0004997501249375312
Agrn_8	0.16532346483342597	0.0004997501249375312
Agrn_9	0.2544601202025448	0.0004997501249375312
Agtpbp1_10	0.16579542614057485	0.010994502748625687
Agtpbp1_11	0.2462043492162037	0.001999000499750125
Agtpbp1_5	0.33629487924120927	0.0024987506246876563
Agtpbp1_6	0.16603929837957454	0.034482758620689655
Agtpbp1_8	0.22786029077359182	0.07196401799100449
Agtpbp1_nmdSE_1	0.181747952076869	0.248375812093953
Ahctf1_nmdSE_1	0.46490159203219905	0.0004997501249375312
Ahcyl1_3	0.1820138802873521	0.0009995002498750624
Ahcyl1_4	0.12463033446477001	0.018490754622688656
Ahi1_1	0.09645176767228869	0.011494252873563218
Ahi1_2	0.13146420542778636	0.0004997501249375312
Ahsa1_1	0.05025856781939109	0.41579210394802596
Ahsa2_1	0.029744833375958568	0.967016491754123
Ahsa2_2	0.25092884278353134	0.0004997501249375312
Ahsa2_3	0.0753961968996485	0.6466766616691654
Ahsa2_4	0.02313431450102532	0.9855072463768116
Aif1_2	0.42206331101048344	0.025487256371814093
Aif1l_1	0.5486416985518372	0.0024987506246876563
Aif1l_3	0.15542018417076742	0.8065967016491754
Aifm1_1	0.321972957716368	0.0034982508745627187
Aifm1_2	0.3139418030343465	0.1679160419790105
Aifm2_1	0.28157348627111534	0.26686656671664166
Aifm3_2	0.6351716298333562	0.0004997501249375312
Aifm3_4	0.14662675141264447	0.9515242378810594
Aifm3_5	0.21453373697786393	0.55872063968016
Aifm3_6	0.48170485504837846	0.0079960019990005
Aig1_1	0.28762127012635874	0.0004997501249375312
Aig1_2	0.11183329335627701	0.051974012993503245
Aig1_3	0.15502466156772077	0.0014992503748125937
Aig1_5	0.02854914319106827	0.9785107446276862
Aimp2_1	0.09072419722738434	0.08345827086456771
Ak2_2	0.19109005253165745	0.0009995002498750624
Ak5_1	0.13633675590227778	0.8680659670164917
Ak6_2	0.04777690440644944	0.8495752123938031
Ak7_1	0.5370469843951806	0.0034982508745627187
Akap10_3	0.46049155634259464	0.012993503248375811
Akap10_5	0.4789077018129012	0.008995502248875561
Akap10_6	0.537307698083729	0.0034982508745627187
Akap11_2	0.34362942595068724	0.0009995002498750624
Akap11_3	0.4147653138461682	0.030484757621189407
Akap13_2	0.8030084494640661	0.0004997501249375312
Akap17b_2	0.17756009365038483	0.16141929035482258
Akap1_nmdSE_2	0.21530829786192363	0.017991004497751123
Akap2_1	0.6088472886882637	0.0004997501249375312
Akap2_2	0.23903063156941573	0.4012993503248376
Akap6_1	0.38151396964762285	0.0004997501249375312
Akap8l_1	0.02972378940538911	0.9930034982508745
Akap9_10	0.8345660986871405	0.0004997501249375312
Akap9_13	0.29860728113288737	0.21339330334832585
Akap9_6	0.45442395766070254	0.012993503248375811
Akip1_1	0.45245521445266634	0.014492753623188406
Akr1a1_1	0.049038075178278406	0.31284357821089454
Akr1a1_3	0.0878632340042722	0.0034982508745627187
Akr1a1_4	0.09455589346868154	0.0014992503748125937
Akr7a5_1	0.13965304745814333	0.004497751124437781
Akr7a5_2	0.041105067418399255	0.9130434782608695
Akt1_8	0.26858833269068305	0.0004997501249375312
Akt3_4	0.2178357358689661	0.09795102448775612
Akt3_5	0.31191186615772015	0.0034982508745627187
Akt3_9	0.3053807117373296	0.004497751124437781
Aktip_1	0.26276296368294605	0.0004997501249375312
Aktip_2	0.29101391988243464	0.0004997501249375312
Aktip_3	0.10849940742355102	0.07096451774112944
Alas1_1	0.3466192116938598	0.0004997501249375312
Alcam_1	0.26397697163044176	0.0004997501249375312
Aldh16a1_3	0.39785115038836616	0.0399800099950025
Aldh18a1_3	0.29567697916052094	0.0004997501249375312
Aldh18a1_5	0.15014423904372143	0.15642178910544727
Aldh18a1_6	0.20272110464696413	0.01699150424787606
Aldh1l2_3	0.2769282142754872	0.2908545727136432
Aldh3a2_1	0.11023067787927365	0.447776111944028
Aldh3a2_2	0.13602932427197434	0.2433783108445777
Aldh4a1_1	0.26793915400269663	0.0034982508745627187
Aldh5a1_1	0.06637861544486745	0.9970014992503748
Aldh6a1_1	0.4260200804788763	0.0004997501249375312
Aldh7a1_6	0.11147236424916496	0.48075962018990503
Aldh7a1_7	0.46051922299862835	0.0004997501249375312
Aldh7a1_8	0.09833263524255498	0.5937031484257871
Aldoa_1	0.44028953463023923	0.0004997501249375312
Aldoa_2	0.19264168117200375	0.0004997501249375312
Aldoa_5	0.20692113837264203	0.0004997501249375312
Aldoa_6	0.07790940800480628	0.0004997501249375312
Alg13_8	0.026439352093869384	1.0
Alg13_9	0.8848479658227404	0.0004997501249375312
Alg13_nmdSE_1	0.5587446292034501	0.0004997501249375312
Alg14_1	0.3353732218149458	0.0004997501249375312
Alg14_2	0.13600243105952958	0.5657171414292853
Alg1_3	0.16024407979127042	0.10994502748625687
Alg3_2	0.11981345789285558	0.3588205897051474
Alg3_3	0.23466543832216047	0.47176411794102946
Alg3_5	0.15358818271163477	0.13993003498250875
Alg6_1	0.42016958074496136	0.010494752623688156
Alg6_3	0.2760773927818341	0.1904047976011994
Alg9_1	0.14627934262979703	0.02948525737131434
Alg9_2	0.0940175898761777	0.7566216891554223
Alg9_3	0.24955543834640503	0.0004997501249375312
Alg9_4	0.038315880478409725	0.9705147426286856
Alg9_5	0.22829196896380244	0.0004997501249375312
Alg9_6	0.07641189948690619	0.6331834082958521
Alg9_7	0.2630519175455762	0.0239880059970015
Alkbh1_3	0.04803129810988682	0.9625187406296851
Alkbh1_7	0.17981538666397545	0.7091454272863568
Alkbh1_nmdSE_1	0.398968974577402	0.0024987506246876563
Alkbh1_nmdSE_2	0.231114665787313	0.4612693653173413
Alkbh3_1	0.23944633628187872	0.0029985007496251873
Alkbh3_2	0.1659647507755143	0.27386306846576713
Alkbh3_3	0.15773871540890028	0.3758120939530235
Alkbh6_2	0.1508898627623645	0.0004997501249375312
Alkbh6_5	0.02240893631298735	1.0
Alkbh7_1	0.19134744411430016	0.0004997501249375312
Alkbh7_2	0.17573283403314421	0.0004997501249375312
Alkbh8_2	0.6186694845305818	0.0004997501249375312
Alkbh8_3	0.19715020455821064	0.17091454272863568
Alms1_3	0.5271433129068229	0.0004997501249375312
Aloxe3_1	0.19102219058957348	0.6611694152923538
Als2cl_3	0.5690509599863098	0.0004997501249375312
Als2cl_4	0.16165850881696764	0.8995502248875562
Amacr_2	0.4957588024153271	0.0004997501249375312
Ambra1_4	0.30999962845792717	0.0004997501249375312
Ambra1_6	0.3570247567499051	0.0004997501249375312
Ambra1_7	0.11397967921993968	0.8830584707646177
Amdhd2_3	0.21729062256574505	0.047476261869065464
Amdhd2_4	0.24596011004088858	0.4077961019490255
Amdhd2_5	0.20035502497801227	0.09545227386306847
